sku_id,a1,a2,a3,cate,brand
115260,3,1,1,8,214
115262,2,1,2,8,812
115285,2,2,2,8,623
115287,3,2,-1,8,214
115288,3,-1,2,8,214
115295,3,1,2,8,489
115296,-1,2,2,8,321
115298,3,1,-1,8,306
115303,3,1,2,8,214
115307,3,2,2,8,489
115308,3,1,-1,8,214
11531,3,2,2,8,214
115314,1,1,2,8,800
115330,2,2,2,8,635
115334,2,2,2,8,623
115340,3,2,2,8,489
11535,1,2,2,8,30
115361,3,1,2,8,489
115367,3,1,1,8,489
115382,1,1,1,8,658
115385,2,1,2,8,623
115397,1,1,1,8,545
115408,1,-1,1,8,427
115421,3,1,2,8,571
115432,3,1,-1,8,214
115436,3,2,2,8,214
115439,3,1,-1,8,214
115440,1,1,1,8,30
115445,1,1,2,8,800
115455,-1,-1,1,8,321
115461,2,2,2,8,124
115465,3,1,-1,8,489
115467,2,2,-1,8,124
115472,3,1,2,8,489
115475,2,2,2,8,812
115482,3,-1,1,8,214
115489,1,-1,2,8,30
11549,3,1,2,8,489
115495,3,2,2,8,214
115497,3,1,1,8,489
115517,-1,-1,1,8,599
115534,3,1,1,8,489
115537,3,1,2,8,214
115549,3,1,2,8,489
115557,3,1,1,8,214
11556,-1,1,2,8,244
115561,-1,-1,2,8,263
115562,1,2,-1,8,30
115568,1,1,1,8,30
115575,-1,1,-1,8,244
11559,-1,1,-1,8,244
115593,3,1,2,8,214
115595,3,1,2,8,489
115616,3,2,2,8,214
115619,2,1,2,8,623
115632,1,1,1,8,800
115635,3,1,2,8,489
115646,3,1,2,8,214
11565,3,1,1,8,214
115655,1,-1,-1,8,800
11566,3,-1,1,8,489
115667,3,2,1,8,489
115694,3,2,2,8,214
115701,3,1,2,8,489
115702,3,1,2,8,489
115705,3,2,1,8,489
115709,3,1,2,8,214
115716,1,1,1,8,658
115736,3,2,2,8,214
115740,1,1,2,8,545
115753,3,2,2,8,489
115758,3,1,2,8,489
115763,-1,1,2,8,562
11577,2,2,2,8,623
115770,2,1,1,8,124
115771,3,1,1,8,214
115773,3,2,1,8,489
115782,1,1,2,8,885
115794,-1,1,1,8,790
115808,2,1,2,8,812
11581,-1,1,-1,8,562
115810,3,2,2,8,489
115812,3,-1,1,8,489
115815,3,-1,1,8,489
115822,3,1,2,8,214
115835,3,2,1,8,489
115837,3,2,1,8,214
115838,3,1,1,8,214
115842,3,1,-1,8,214
115851,1,1,1,8,885
115853,1,1,2,8,545
115858,-1,1,1,8,766
115863,2,1,1,8,124
115867,3,1,1,8,489
115868,3,1,1,8,214
115870,3,2,2,8,214
115871,3,2,2,8,489
115874,3,1,2,8,214
115877,3,2,2,8,489
115898,3,-1,1,8,214
115899,3,1,2,8,214
115906,3,1,1,8,214
115910,1,2,2,8,885
11592,-1,2,2,8,766
115920,3,1,2,8,214
115927,3,1,2,8,404
115935,3,1,2,8,489
115936,-1,1,2,8,801
115970,1,1,2,8,885
115971,3,2,2,8,214
115984,3,1,2,8,306
115988,2,1,2,8,812
115998,3,1,1,8,214
116003,3,-1,1,8,214
116009,1,-1,1,8,885
116011,3,-1,1,8,214
116013,3,2,1,8,306
116018,1,1,2,8,800
116023,3,1,1,8,214
116028,3,1,1,8,489
11603,3,1,2,8,489
116039,1,1,1,8,596
116045,3,-1,-1,8,214
116046,3,1,2,8,489
116049,2,2,-1,8,812
116064,3,1,-1,8,489
116072,3,1,2,8,214
116080,1,2,2,8,885
116082,2,1,-1,8,812
116084,3,2,1,8,489
116090,3,2,2,8,214
116097,3,1,2,8,306
1161,3,1,1,8,214
116105,2,-1,-1,8,124
116106,1,1,1,8,658
116111,2,1,2,8,812
116117,2,-1,-1,8,812
11613,1,1,2,8,545
116134,3,1,2,8,489
116139,3,1,-1,8,489
116143,3,2,1,8,214
116159,3,1,2,8,489
11616,1,-1,1,8,800
116171,3,2,-1,8,306
116173,3,1,1,8,214
11619,3,1,1,8,214
116190,3,1,2,8,214
116195,3,1,2,8,214
116219,1,-1,1,8,800
116224,3,2,2,8,489
116232,1,1,1,8,30
11624,1,1,2,8,885
116243,3,1,2,8,489
116246,3,1,1,8,214
116275,2,1,1,8,812
116278,3,2,2,8,489
116285,3,1,2,8,214
116287,3,-1,2,8,489
116292,2,1,2,8,812
116296,3,1,2,8,489
116302,3,-1,2,8,489
11631,3,-1,-1,8,214
116319,3,-1,1,8,214
116320,-1,-1,1,8,209
116328,-1,1,2,8,174
116340,3,1,2,8,489
116347,3,1,1,8,214
116348,-1,1,1,8,766
116355,3,2,-1,8,214
116367,2,1,1,8,804
11637,-1,1,1,8,318
116379,1,1,1,8,693
116390,2,1,2,8,812
116398,1,1,2,8,800
11640,3,1,2,8,214
116400,3,1,2,8,214
116404,3,2,2,8,571
11642,3,-1,-1,8,214
116421,3,2,2,8,214
116425,3,1,2,8,214
11644,2,1,1,8,812
116444,-1,-1,-1,8,244
11645,3,1,1,8,214
116451,3,1,2,8,214
116452,1,1,1,8,677
116459,3,1,2,8,214
11646,3,1,1,8,214
116465,1,1,2,8,30
116466,3,1,2,8,489
11647,1,-1,-1,8,30
116489,1,1,1,8,545
116494,1,1,2,8,800
116497,3,2,-1,8,214
1165,3,2,1,8,214
116508,3,-1,1,8,489
116514,1,2,1,8,403
116538,-1,2,1,8,209
116546,3,1,1,8,214
116548,2,2,2,8,812
116549,3,2,2,8,214
116558,3,2,-1,8,489
116561,1,1,2,8,800
116567,3,2,1,8,489
116570,-1,-1,1,8,562
116587,1,-1,-1,8,800
116588,3,1,2,8,489
116592,2,1,2,8,812
116594,3,1,1,8,214
116597,2,1,2,8,812
11660,3,2,2,8,214
116633,3,2,1,8,489
116641,3,1,2,8,214
116643,3,2,2,8,214
116666,1,-1,-1,8,545
116670,3,2,1,8,214
116671,1,1,2,8,800
116674,1,1,2,8,403
116680,3,2,2,8,489
116682,3,1,2,8,214
116683,3,1,2,8,214
116689,3,2,2,8,489
116693,1,1,2,8,800
116695,1,1,2,8,800
116696,3,2,1,8,214
116699,3,1,2,8,489
116702,1,1,2,8,545
116704,3,2,-1,8,214
116713,1,1,1,8,30
116717,2,1,1,8,812
11672,-1,2,1,8,370
116727,3,-1,-1,8,214
116737,3,1,1,8,214
116743,-1,1,1,8,453
116746,3,1,2,8,214
116754,3,1,1,8,214
116756,3,1,2,8,489
116757,3,2,2,8,489
116758,3,2,1,8,214
11676,3,-1,2,8,489
116764,3,1,2,8,489
116770,-1,2,1,8,605
116772,1,2,2,8,545
116773,1,2,-1,8,545
116780,3,2,1,8,214
116783,3,1,1,8,214
116793,3,1,2,8,214
116799,2,2,2,8,812
116814,1,1,-1,8,403
116818,3,1,2,8,489
116823,3,2,2,8,214
116827,3,1,2,8,489
116836,2,1,2,8,124
116849,3,2,2,8,489
116858,3,-1,1,8,489
116859,3,2,1,8,214
11686,2,1,2,8,124
116868,3,1,-1,8,489
116869,3,-1,-1,8,306
11687,2,1,2,8,124
116872,-1,-1,1,8,857
116878,3,2,2,8,214
116881,3,1,2,8,214
116889,2,1,2,8,623
116893,1,-1,2,8,885
116894,3,1,1,8,214
116895,3,1,2,8,489
116908,3,2,2,8,214
116929,1,1,2,8,403
116930,3,1,2,8,214
116933,3,1,2,8,489
116942,3,2,1,8,489
116943,3,2,1,8,214
116949,3,1,1,8,489
116957,1,1,2,8,30
116971,2,1,-1,8,124
116989,1,1,2,8,545
116999,3,1,1,8,214
117,3,1,1,8,489
117006,3,-1,2,8,489
117007,2,1,2,8,124
117008,3,2,-1,8,214
117011,3,1,1,8,214
117013,1,2,2,8,885
117020,3,1,1,8,214
117027,3,1,2,8,214
117029,3,2,1,8,489
117035,1,1,1,8,658
117039,3,1,-1,8,489
117045,1,-1,-1,8,30
117071,3,1,2,8,489
117072,2,1,2,8,623
117079,3,1,2,8,214
117087,3,2,2,8,489
11710,3,2,-1,8,214
117104,3,1,1,8,214
117105,3,2,1,8,489
11712,1,1,1,8,30
117123,3,1,2,8,489
117134,1,2,2,8,800
117150,-1,2,-1,8,244
11716,3,2,2,8,571
117161,-1,1,2,8,562
117165,1,1,1,8,30
117169,3,-1,-1,8,214
117179,-1,1,2,8,801
117181,3,2,2,8,214
117189,-1,1,1,8,562
117193,3,-1,-1,8,214
117200,3,1,1,8,214
117202,1,1,2,8,30
117207,1,1,2,8,596
117213,3,1,2,8,214
117221,1,-1,1,8,800
117231,3,1,2,8,489
117243,3,2,2,8,306
117245,2,1,2,8,124
117248,3,1,2,8,214
117253,3,2,2,8,489
117255,2,1,2,8,124
11726,1,2,-1,8,545
117261,3,1,1,8,489
117267,1,1,1,8,545
117276,3,1,2,8,214
117277,2,2,2,8,124
117284,1,1,2,8,800
117290,3,1,1,8,306
117296,3,1,-1,8,214
117298,3,1,2,8,489
117308,1,1,-1,8,403
117313,1,-1,1,8,800
11732,2,1,1,8,812
117331,3,2,1,8,489
117339,-1,1,2,8,561
117341,2,1,2,8,124
117343,2,1,1,8,124
117346,1,1,1,8,545
117349,2,2,1,8,812
117356,3,1,2,8,214
117366,3,1,2,8,489
11737,3,2,2,8,489
117370,3,1,2,8,214
117379,3,2,1,8,489
117381,1,1,1,8,800
117396,3,2,2,8,489
117402,1,1,1,8,403
117407,3,-1,-1,8,489
117410,1,1,1,8,693
117412,3,1,2,8,214
117417,1,1,2,8,545
117430,3,-1,-1,8,306
117437,3,1,2,8,214
11744,3,2,1,8,489
117440,3,1,2,8,489
117441,3,1,2,8,214
117452,1,1,1,8,677
117461,2,1,-1,8,812
11747,3,1,2,8,214
117478,3,-1,-1,8,306
117481,3,2,1,8,214
117483,3,1,1,8,489
117488,3,-1,-1,8,214
117501,1,2,1,8,545
117507,3,1,2,8,214
117516,1,1,1,8,545
117517,1,-1,1,8,800
117529,1,-1,2,8,545
117531,3,1,2,8,214
117534,3,1,1,8,214
117536,3,2,1,8,214
117540,3,1,1,8,214
117549,3,1,1,8,489
11755,3,2,2,8,306
117550,-1,-1,1,8,622
117558,2,2,2,8,812
117563,3,-1,-1,8,489
117578,1,2,-1,8,30
117582,2,2,2,8,812
117588,3,1,1,8,489
117593,3,-1,2,8,489
1176,3,1,2,8,489
11761,2,-1,-1,8,124
117610,3,2,1,8,214
11762,3,-1,-1,8,214
117628,3,1,1,8,489
11764,3,1,1,8,214
117641,1,-1,1,8,800
117642,2,1,2,8,812
117657,3,1,1,8,489
117672,3,1,1,8,571
117676,3,2,2,8,489
117679,-1,1,1,8,321
117686,3,1,-1,8,489
11769,3,2,-1,8,489
117691,3,2,2,8,214
117698,1,2,2,8,403
117700,-1,1,1,8,916
117701,3,2,2,8,489
117714,3,1,2,8,489
11772,3,1,2,8,214
117724,3,1,1,8,214
117741,2,-1,-1,8,812
117748,3,1,2,8,489
117751,3,1,2,8,489
117756,1,1,-1,8,545
117785,3,1,2,8,214
117791,1,-1,1,8,800
117792,3,1,1,8,489
117796,1,1,1,8,30
117808,2,1,1,8,812
117825,2,1,2,8,124
117826,2,2,2,8,623
117827,3,1,1,8,214
117831,2,1,2,8,623
117836,2,1,1,8,124
117837,2,1,1,8,812
117839,3,2,1,8,214
117842,3,1,2,8,489
117845,1,1,2,8,30
117846,3,-1,2,8,489
117849,3,2,1,8,489
117852,1,1,2,8,800
117854,1,2,2,8,545
117870,-1,1,-1,8,244
117880,-1,1,1,8,916
11790,3,1,2,8,489
117914,1,2,1,8,328
117922,2,2,2,8,623
117941,2,1,2,8,623
117942,1,1,2,8,30
117943,3,1,1,8,489
117945,3,1,1,8,489
117948,3,1,2,8,489
117956,3,1,1,8,214
117962,3,1,2,8,214
117964,1,1,2,8,545
117979,3,1,2,8,489
117982,3,2,2,8,489
11799,3,2,2,8,489
117992,3,2,-1,8,306
117996,3,1,2,8,214
118008,3,1,2,8,214
118011,-1,-1,2,8,263
118018,-1,-1,1,8,51
118025,3,-1,-1,8,214
118033,2,-1,-1,8,623
118035,1,1,1,8,677
118056,1,1,1,8,30
118093,3,-1,2,8,214
118095,3,2,-1,8,489
118096,3,2,1,8,214
118109,1,-1,1,8,800
118110,1,-1,-1,8,800
118115,3,1,2,8,489
118121,3,-1,-1,8,214
118125,3,1,2,8,214
118129,1,2,2,8,596
118136,3,1,2,8,214
118139,1,1,2,8,885
11814,2,1,2,8,635
118142,3,-1,2,8,489
118144,3,1,-1,8,489
118146,1,2,1,8,14
118147,1,1,-1,8,545
118155,3,1,1,8,489
118157,2,1,1,8,812
118160,3,1,1,8,214
118167,1,1,2,8,596
118169,2,-1,-1,8,623
118170,-1,-1,1,8,605
118172,3,1,-1,8,489
118181,1,-1,-1,8,30
118182,3,2,2,8,214
118186,3,1,2,8,489
118188,3,1,2,8,214
118193,1,1,2,8,30
1182,1,1,1,8,30
118201,3,1,1,8,214
118202,2,1,2,8,635
118203,3,2,2,8,306
118206,2,-1,-1,8,623
118214,3,-1,2,8,489
118232,3,1,2,8,489
11825,-1,-1,1,8,622
11827,3,1,1,8,214
118273,3,1,2,8,489
118275,3,-1,-1,8,214
118276,3,2,1,8,489
118287,3,1,-1,8,214
118298,3,2,2,8,489
118302,3,-1,-1,8,214
118304,2,1,2,8,812
118306,3,2,1,8,214
118315,1,1,1,8,693
118316,3,1,1,8,489
118320,3,1,1,8,214
118326,3,1,2,8,214
118328,3,1,1,8,214
118332,2,1,2,8,812
118340,1,1,2,8,885
118344,3,-1,-1,8,214
11836,3,2,1,8,489
118373,2,-1,-1,8,623
118376,2,1,2,8,124
11838,3,2,2,8,489
118381,1,1,2,8,658
118386,3,1,2,8,306
11840,1,-1,-1,8,30
118404,2,2,2,8,812
118406,3,1,2,8,214
118414,3,1,2,8,489
118418,-1,1,2,8,88
118421,3,2,2,8,489
118425,3,-1,-1,8,214
118432,1,-1,-1,8,800
118437,1,-1,1,8,800
118439,3,1,2,8,489
118444,1,1,1,8,30
11845,3,1,2,8,214
118461,2,1,2,8,124
118488,3,2,1,8,489
11852,-1,-1,1,8,70
118524,3,1,1,8,489
118528,1,1,1,8,545
118534,2,1,2,8,623
118539,2,1,1,8,812
118555,2,1,2,8,623
118561,1,-1,2,8,800
118568,1,1,2,8,885
118581,3,-1,-1,8,214
118596,3,1,2,8,306
118597,2,2,-1,8,674
11861,3,2,1,8,489
118614,-1,-1,1,8,801
118617,2,1,2,8,623
11862,3,2,2,8,489
118625,-1,-1,2,8,801
118628,1,1,1,8,30
118632,3,1,2,8,214
118642,-1,1,2,8,766
11866,1,-1,1,8,800
118669,2,1,2,8,124
118671,3,1,2,8,489
118683,3,1,2,8,489
118686,3,1,1,8,489
118703,3,1,1,8,214
118709,3,1,2,8,214
118710,2,1,2,8,623
118728,1,2,1,8,800
11874,3,-1,-1,8,214
118741,3,1,1,8,214
118744,3,2,1,8,489
118746,3,2,1,8,489
118755,2,2,2,8,623
118756,3,1,1,8,489
118775,3,1,2,8,489
118786,3,1,2,8,489
118789,1,2,2,8,885
118790,1,1,-1,8,30
118792,1,2,2,8,658
118799,-1,1,2,8,244
118809,3,1,2,8,571
118815,3,1,-1,8,306
118825,3,1,1,8,489
118851,3,1,1,8,306
118854,3,2,1,8,214
118862,3,2,2,8,214
118867,3,1,1,8,214
118872,2,1,2,8,812
118878,-1,1,1,8,766
118879,3,2,2,8,489
118883,3,2,1,8,489
118891,1,1,1,8,800
118906,3,1,1,8,489
118907,3,2,2,8,489
118918,3,1,1,8,214
118925,2,2,-1,8,812
11893,3,2,1,8,489
118949,2,1,2,8,812
118951,3,2,1,8,489
118971,-1,2,2,8,321
118972,2,2,1,8,124
118975,3,1,2,8,489
118977,-1,-1,1,8,857
118981,3,1,2,8,214
118989,3,-1,-1,8,214
11899,1,1,1,8,693
11900,1,-1,-1,8,658
119004,3,2,-1,8,489
119005,1,1,-1,8,545
119008,3,2,1,8,214
119020,3,-1,-1,8,306
119030,3,1,2,8,214
119040,1,1,1,8,658
119042,3,2,1,8,489
119046,1,1,2,8,658
119047,3,-1,-1,8,489
119048,3,-1,2,8,489
119049,2,1,2,8,655
119050,3,1,1,8,489
11906,3,2,-1,8,489
119064,1,-1,-1,8,693
119065,3,2,2,8,489
119069,3,1,1,8,214
119082,3,1,2,8,489
119084,3,2,2,8,489
119085,3,1,2,8,214
119098,3,1,2,8,489
119111,3,1,1,8,214
119116,1,1,2,8,800
11912,3,2,1,8,214
11913,3,1,2,8,489
119134,1,2,2,8,885
119156,3,1,2,8,489
11916,3,-1,-1,8,214
119175,-1,1,2,8,174
119202,3,1,2,8,489
119208,2,1,2,8,812
119220,3,2,2,8,214
119224,3,-1,-1,8,214
119228,3,-1,2,8,489
119232,2,1,-1,8,623
119235,3,1,1,8,214
119244,3,1,2,8,214
119245,3,2,1,8,214
119251,3,2,1,8,214
119252,3,1,1,8,489
11926,3,1,-1,8,214
119262,3,1,1,8,214
119271,3,2,2,8,489
119295,3,1,1,8,214
119297,3,1,1,8,214
119305,1,1,2,8,800
119311,2,1,2,8,812
119321,3,1,2,8,214
119329,1,-1,2,8,545
11933,1,1,1,8,30
119331,3,2,1,8,214
119338,3,1,1,8,214
119348,2,-1,-1,8,623
119362,1,-1,1,8,14
119366,3,1,2,8,214
119381,1,1,-1,8,30
119385,1,-1,-1,8,885
119386,3,-1,2,8,214
119390,2,2,2,8,623
119392,3,2,1,8,489
119403,3,1,1,8,489
119406,3,-1,1,8,489
11941,1,-1,-1,8,800
119412,2,1,-1,8,623
119415,3,1,2,8,214
119422,1,1,-1,8,545
119434,3,2,2,8,214
119440,3,2,-1,8,214
119441,-1,-1,-1,8,91
119445,3,1,-1,8,489
119449,1,2,1,8,30
119450,2,1,1,8,812
119453,-1,1,-1,8,200
119456,3,1,-1,8,489
119469,1,1,2,8,545
119472,3,1,1,8,214
119473,3,1,-1,8,489
119485,3,1,1,8,489
119489,3,2,2,8,214
11950,2,1,2,8,124
119507,3,-1,-1,8,214
119513,2,1,2,8,623
119537,3,2,1,8,214
119547,-1,-1,1,8,622
119553,3,1,2,8,214
119566,1,1,2,8,885
119590,3,1,1,8,214
119591,3,-1,2,8,489
119599,2,1,2,8,812
119600,1,2,2,8,800
119603,1,-1,1,8,800
119617,1,2,1,8,885
11962,3,1,1,8,214
119636,3,1,1,8,489
119641,3,1,-1,8,214
119644,-1,-1,1,8,622
11965,3,1,1,8,214
119651,3,1,2,8,489
119657,-1,-1,1,8,717
119671,1,1,2,8,545
119675,3,2,-1,8,306
119676,1,2,-1,8,693
119677,1,1,2,8,658
119681,1,2,2,8,800
11969,2,1,2,8,623
119691,1,2,1,8,14
119696,3,-1,2,8,214
119698,3,1,-1,8,214
119700,3,1,1,8,214
119705,2,1,1,8,124
119707,3,1,1,8,214
119709,3,1,1,8,306
119721,-1,-1,-1,8,622
119729,1,2,1,8,30
119736,1,2,2,8,30
119742,1,2,2,8,545
119746,3,-1,1,8,489
119751,3,2,1,8,214
119757,3,1,2,8,214
119762,1,1,2,8,403
119763,3,1,-1,8,489
119770,3,2,2,8,214
119774,3,1,2,8,214
119775,3,1,2,8,489
119782,1,-1,1,8,800
119783,3,1,-1,8,489
119793,3,2,1,8,489
119795,-1,1,1,8,916
11980,3,1,2,8,489
119801,1,1,2,8,403
119810,3,1,2,8,214
119812,1,2,1,8,30
119824,1,-1,1,8,800
119827,1,2,2,8,403
11983,3,-1,2,8,489
119836,2,1,1,8,124
119841,3,2,1,8,214
119848,1,1,1,8,800
11985,2,1,-1,8,812
119861,-1,1,-1,8,244
119867,2,1,2,8,812
119875,2,-1,-1,8,674
119885,3,1,2,8,489
119886,2,1,2,8,635
119887,1,1,2,8,800
119901,3,1,2,8,489
119925,3,1,1,8,489
119934,1,1,2,8,545
119943,3,2,2,8,489
119949,3,-1,-1,8,214
119951,3,-1,-1,8,214
119958,3,2,2,8,214
119964,3,2,2,8,489
119972,3,2,2,8,489
119974,3,1,2,8,214
119979,3,2,2,8,214
119982,1,-1,2,8,545
119985,3,-1,-1,8,489
119992,3,2,-1,8,214
119995,-1,1,-1,8,916
119998,1,1,1,8,885
120,1,1,2,8,545
12000,3,2,2,8,214
120003,-1,-1,2,8,766
120018,3,1,2,8,214
120028,3,1,-1,8,489
120036,-1,2,1,8,197
120053,1,-1,1,8,885
120054,3,2,2,8,571
120055,3,2,2,8,214
120065,1,-1,1,8,800
120069,2,1,2,8,124
12007,3,1,1,8,489
120072,3,1,2,8,214
120074,3,1,1,8,489
120077,3,1,2,8,214
120104,3,2,2,8,489
120106,2,1,-1,8,812
120111,1,1,1,8,885
120113,3,1,1,8,489
120124,3,1,-1,8,489
120132,3,2,2,8,489
120134,3,-1,2,8,489
120152,3,2,1,8,214
120159,3,1,2,8,214
120161,2,2,2,8,623
120166,3,1,2,8,214
120171,3,1,-1,8,306
120172,1,1,1,8,30
120175,3,1,1,8,214
120189,3,2,-1,8,214
120192,3,1,2,8,214
120202,3,2,-1,8,214
120211,3,1,2,8,306
120214,3,-1,-1,8,489
120216,3,2,2,8,214
120218,1,1,1,8,30
120226,2,1,1,8,124
120235,1,-1,-1,8,545
12024,2,2,-1,8,623
120253,1,1,2,8,800
120258,3,2,2,8,489
120277,2,1,2,8,124
120280,3,2,2,8,489
120295,1,1,2,8,885
120296,2,1,2,8,812
120299,-1,1,1,8,88
120300,3,-1,2,8,571
120311,3,1,1,8,489
120317,3,-1,2,8,489
12032,3,2,2,8,214
120321,3,2,-1,8,214
12033,3,-1,-1,8,489
120335,3,2,-1,8,306
120347,3,1,2,8,214
120349,3,1,2,8,214
120355,3,1,-1,8,489
120358,3,2,1,8,489
120362,3,-1,2,8,489
120366,3,2,1,8,489
120374,3,1,2,8,489
120386,3,-1,2,8,489
120391,2,2,2,8,812
120394,1,1,2,8,403
120399,1,1,1,8,30
120412,3,1,1,8,214
120415,1,-1,1,8,800
120436,3,2,2,8,489
120437,3,-1,1,8,489
120446,3,2,1,8,489
120455,3,1,2,8,489
120459,3,1,1,8,214
120486,3,1,2,8,571
120495,2,1,1,8,812
120496,3,1,2,8,214
120508,2,2,2,8,623
120510,3,2,1,8,489
120512,2,2,1,8,812
12053,3,2,2,8,489
120530,3,1,2,8,489
120532,1,1,1,8,30
120536,3,2,2,8,489
12054,3,1,-1,8,214
120541,3,1,1,8,489
120543,3,2,2,8,489
120545,3,1,2,8,489
120556,3,1,1,8,489
120565,3,1,1,8,214
120569,2,2,2,8,623
120570,1,-1,-1,8,545
120571,1,2,1,8,800
120572,-1,1,1,8,318
120574,2,2,1,8,674
120580,2,1,2,8,124
120597,1,-1,1,8,800
120601,3,2,2,8,489
12062,3,1,2,8,214
120620,2,-1,1,8,124
120621,1,-1,1,8,800
120624,3,1,1,8,214
120628,3,1,2,8,214
120640,3,2,-1,8,489
120659,3,-1,1,8,489
120663,3,1,2,8,489
120674,2,2,2,8,812
120684,1,1,1,8,545
120691,3,-1,-1,8,214
120692,3,2,2,8,214
120693,3,-1,1,8,489
1207,2,1,2,8,623
120707,1,1,-1,8,545
120718,3,-1,-1,8,214
120721,3,1,-1,8,489
120722,3,1,1,8,489
120723,3,1,2,8,306
120726,1,1,2,8,403
120763,3,2,1,8,489
120769,3,1,2,8,214
120772,3,1,2,8,489
120796,3,2,1,8,489
120813,3,2,1,8,489
120821,3,-1,1,8,489
120830,-1,2,-1,8,562
120839,1,1,-1,8,403
120854,3,1,1,8,489
120857,2,-1,-1,8,623
120858,2,1,2,8,623
120863,3,1,2,8,489
120872,-1,1,2,8,562
120876,3,2,1,8,489
120878,3,1,2,8,214
120881,3,1,1,8,489
120882,1,1,1,8,30
120896,1,1,-1,8,545
120903,3,2,2,8,214
120909,1,2,1,8,545
120916,1,1,2,8,658
120917,3,2,2,8,489
120920,3,2,2,8,214
120921,-1,1,1,8,766
120927,3,1,2,8,214
120928,3,2,2,8,214
120937,3,2,2,8,214
120939,3,1,-1,8,306
12094,1,1,-1,8,545
120944,3,1,2,8,489
120951,3,1,2,8,489
120969,3,1,2,8,214
12097,1,-1,2,8,3
120970,3,1,1,8,214
120973,1,1,1,8,658
120983,1,2,1,8,427
12099,3,1,2,8,214
120991,3,-1,1,8,214
120993,3,-1,2,8,489
12100,2,1,2,8,623
121020,2,1,2,8,124
121028,1,-1,2,8,800
121030,3,2,2,8,489
121033,3,1,2,8,214
121034,3,2,2,8,489
121040,1,2,1,8,545
121058,3,1,1,8,489
121077,3,1,2,8,214
121079,3,1,2,8,489
121082,3,1,-1,8,489
121086,3,1,-1,8,214
12109,3,1,2,8,214
121095,3,1,2,8,489
121097,3,1,1,8,489
121098,3,-1,-1,8,214
12110,3,1,1,8,489
121109,1,2,1,8,30
121128,3,-1,2,8,489
121131,3,-1,-1,8,489
121136,3,2,-1,8,306
12114,2,2,2,8,812
121146,1,-1,-1,8,30
121157,3,-1,2,8,489
121164,1,2,1,8,30
121168,2,-1,-1,8,623
121175,3,2,1,8,214
121188,3,1,2,8,489
121195,3,2,2,8,489
121224,-1,1,2,8,875
121234,3,2,2,8,489
12124,2,2,1,8,812
121258,3,-1,-1,8,489
121273,3,1,-1,8,489
121281,3,2,-1,8,214
121284,-1,1,1,8,801
121293,3,-1,-1,8,214
121298,1,-1,1,8,403
121311,-1,-1,1,8,321
121316,1,1,2,8,800
121317,3,1,1,8,489
121339,3,1,2,8,214
121342,2,1,2,8,812
121347,3,-1,1,8,214
121357,3,2,2,8,571
121363,3,-1,-1,8,214
121366,2,1,2,8,812
121367,3,2,2,8,214
121374,1,1,1,8,693
121385,1,1,2,8,693
121389,2,2,2,8,623
12140,1,-1,2,8,885
121403,3,2,1,8,214
121407,1,1,-1,8,693
121413,3,2,2,8,214
121428,3,2,2,8,489
12144,1,1,2,8,693
121442,3,2,2,8,489
121449,-1,-1,1,8,127
121468,1,1,-1,8,885
121480,2,-1,-1,8,124
121483,3,1,2,8,214
121487,3,2,1,8,214
12149,1,1,1,8,658
121494,-1,1,1,8,318
121515,2,1,2,8,812
121522,3,-1,1,8,214
121539,3,1,2,8,489
121541,3,1,2,8,489
121542,2,2,1,8,812
121547,1,2,1,8,800
121560,3,1,1,8,214
121561,3,2,1,8,489
12157,1,1,2,8,885
121582,1,1,1,8,885
121588,2,-1,-1,8,124
121596,2,1,2,8,623
121599,2,1,2,8,623
121612,3,2,2,8,489
121617,3,1,1,8,489
121618,1,1,1,8,545
12162,3,2,2,8,489
121621,2,2,2,8,623
121622,3,1,2,8,306
121629,2,-1,-1,8,124
121634,-1,-1,1,8,801
121651,3,2,1,8,489
121657,3,1,2,8,214
121659,1,2,2,8,885
121661,3,1,2,8,214
12168,3,-1,2,8,489
121697,1,1,1,8,545
121704,3,1,2,8,214
121725,2,1,2,8,124
121738,3,2,2,8,489
121739,3,2,2,8,489
121741,3,2,2,8,214
121748,3,1,2,8,489
121749,-1,-1,1,8,605
121762,1,1,-1,8,545
121763,3,1,2,8,214
121766,3,-1,1,8,489
121769,3,1,-1,8,214
121776,3,1,1,8,489
121784,3,1,2,8,489
121787,-1,-1,1,8,717
121801,3,2,2,8,214
121804,3,1,1,8,489
12181,1,-1,1,8,800
121811,1,-1,1,8,677
121825,3,-1,2,8,489
121826,3,2,2,8,214
121829,3,1,2,8,489
121831,3,1,2,8,214
121835,2,-1,-1,8,623
121837,3,2,2,8,489
121839,3,1,-1,8,214
12184,3,1,2,8,489
121840,3,1,2,8,214
121841,3,1,-1,8,489
121846,3,1,1,8,306
121850,1,2,1,8,800
121863,1,1,2,8,403
121868,1,-1,2,8,885
12189,3,2,1,8,214
121891,3,1,2,8,214
121895,1,-1,-1,8,885
121898,1,1,1,8,800
121903,2,2,1,8,812
121919,1,1,2,8,30
121929,3,2,1,8,489
121934,2,1,-1,8,812
121935,3,1,1,8,214
121938,3,2,1,8,214
12194,-1,1,1,8,801
121943,2,1,2,8,124
121944,1,-1,1,8,800
121947,2,1,2,8,124
121950,3,1,1,8,489
121954,3,1,2,8,214
121957,3,-1,1,8,489
