sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate
109850,3,1,1,8,214,,,,,,,,,,,,,
109865,3,1,2,8,489,,,,,,,,,,,,,
109868,1,-1,-1,8,885,,,,,,,,,,,,,
109872,2,1,2,8,804,,,,,,,,,,,,,
1099,1,-1,1,8,677,,,,,,,,,,,,,
109912,3,1,2,8,214,2002.0,7.0,3.0,0.0,5.0,3173.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10993,2,2,2,8,812,,,,,,,,,,,,,
109942,3,-1,1,8,214,,,,,,,,,,,,,
109951,1,-1,-1,8,800,,,,,,,,,,,,,
109966,-1,1,2,8,88,,,,,,,,,,,,,
109979,3,1,1,8,214,,,,,,,,,,,,,
109988,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0276
10999,3,1,1,8,214,,,,,,,,,,,,,
109997,3,1,-1,8,214,,,,,,,,,,,,,
110004,3,-1,2,8,489,,,,,,,,,,,,,
110006,3,1,2,8,214,,,,,,,,,,,,,
110009,3,1,1,8,214,,,,,,,,,,,,,
110019,3,-1,-1,8,489,,,,,,,,,,,,,
110020,3,1,1,8,214,,,,,,,,,,,,,
110023,3,2,2,8,214,,,,,,,,,,,1.0,0.0,0.0
110026,3,2,2,8,214,,,,,,,,,,,1.0,0.0,0.0
110034,3,1,-1,8,214,,,,,,,,,,,4.0,0.0,0.0
110048,1,1,-1,8,545,,,,,,,,,,,,,
11005,3,1,-1,8,214,,,,,,,,,,,,,
110054,3,-1,2,8,214,,,,,,,,,,,,,
110055,3,1,2,8,489,,,,,,,,,,,,,
110058,3,1,1,8,306,,,,,,,,,,,,,
110059,3,1,2,8,214,,,,,,,,,,,,,
110071,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0526
110074,3,2,1,8,214,,,,,,,,,,,,,
110078,1,1,-1,8,545,,,,,,,,,,,,,
110088,-1,1,1,8,174,,,,,,,,,,,,,
110093,3,1,1,8,214,,,,,,,,,,,,,
1101,3,1,-1,8,214,768.0,16.0,6.0,1.0,5.0,1223.0,0.0625,0.0013020833333333333,0.0008176614881439084,0.2,2.0,0.0,0.0
11010,-1,1,1,8,766,,,,,,,,,,,,,
110109,3,2,2,8,214,722.0,8.0,3.0,0.0,6.0,1153.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
110112,3,1,2,8,214,,,,,,,,,,,,,
110115,3,1,-1,8,214,,,,,,,,,,,,,
11012,1,2,1,8,30,,,,,,,,,,,,,
110143,3,2,2,8,489,,,,,,,,,,,,,
110150,3,2,2,8,489,,,,,,,,,,,,,
110163,-1,-1,1,8,622,,,,,,,,,,,,,
110173,1,1,1,8,658,,,,,,,,,,,,,
11018,2,2,-1,8,812,95.0,0.0,0.0,0.0,1.0,119.0,,0.0,0.0,0.0,,,
110184,1,2,1,8,885,,,,,,,,,,,,,
110198,1,1,1,8,885,,,,,,,,,,,3.0,0.0,0.0
110201,3,2,2,8,214,,,,,,,,,,,,,
110218,2,2,2,8,812,,,,,,,,,,,,,
11023,1,2,1,8,800,,,,,,,,,,,,,
110230,2,1,2,8,623,,,,,,,,,,,,,
110231,2,2,2,8,812,32.0,0.0,0.0,0.0,0.0,52.0,,0.0,0.0,,,,
110237,3,1,2,8,489,248.0,6.0,3.0,0.0,5.0,427.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
110244,3,2,1,8,489,,,,,,,,,,,,,
110249,3,1,-1,8,214,,,,,,,,,,,3.0,0.0,0.0
110254,3,-1,-1,8,214,,,,,,,,,,,3.0,1.0,0.0571
110258,-1,-1,-1,8,321,,,,,,,,,,,,,
110279,3,1,2,8,214,1158.0,20.0,5.0,0.0,9.0,2009.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0208
110285,3,2,1,8,214,,,,,,,,,,,1.0,0.0,0.0
110288,3,2,2,8,214,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,0.0,0.0
110296,2,2,1,8,124,,,,,,,,,,,,,
110317,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
110319,3,1,1,8,214,57.0,0.0,0.0,0.0,0.0,112.0,,0.0,0.0,,,,
110333,3,1,2,8,489,,,,,,,,,,,,,
110338,3,1,-1,8,214,47.0,0.0,0.0,0.0,0.0,101.0,,0.0,0.0,,,,
110346,3,1,2,8,489,,,,,,,,,,,,,
110350,3,1,-1,8,489,,,,,,,,,,,3.0,0.0,0.0
110357,2,1,2,8,812,,,,,,,,,,,,,
110360,-1,1,1,8,766,,,,,,,,,,,,,
110372,3,2,2,8,489,,,,,,,,,,,,,
110387,3,-1,2,8,489,,,,,,,,,,,,,
110402,3,1,2,8,571,,,,,,,,,,,,,
110415,3,-1,1,8,489,,,,,,,,,,,1.0,0.0,0.0
110416,3,2,1,8,489,,,,,,,,,,,,,
110424,3,1,1,8,489,,,,,,,,,,,,,
110429,3,2,1,8,489,,,,,,,,,,,,,
11043,1,1,1,8,800,,,,,,,,,,,2.0,0.0,0.0
110442,3,1,1,8,489,21.0,0.0,0.0,0.0,0.0,26.0,,0.0,0.0,,,,
110462,3,1,2,8,489,,,,,,,,,,,,,
110463,3,1,2,8,489,,,,,,,,,,,1.0,0.0,0.0
110476,1,2,2,8,885,,,,,,,,,,,2.0,1.0,0.25
110479,3,1,2,8,489,,,,,,,,,,,,,
110481,3,1,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,0.0
110511,-1,2,1,8,766,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,
110516,3,2,1,8,489,,,,,,,,,,,,,
110533,3,1,2,8,489,,,,,,,,,,,,,
110538,3,1,1,8,489,,,,,,,,,,,,,
110540,1,1,1,8,885,500.0,4.0,0.0,0.0,2.0,685.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
110546,2,-1,1,8,124,,,,,,,,,,,,,
110547,-1,1,1,8,766,,,,,,,,,,,,,
110557,2,1,2,8,812,,,,,,,,,,,,,
110588,1,2,2,8,545,,,,,,,,,,,,,
110591,3,1,2,8,214,,,,,,,,,,,,,
110609,3,2,1,8,489,,,,,,,,,,,,,
11061,3,1,1,8,214,1060.0,38.0,11.0,1.0,7.0,1957.0,0.02631578947368421,0.0009433962264150943,0.000510986203372509,0.14285714285714285,3.0,1.0,0.025
110616,-1,1,2,8,562,134.0,0.0,0.0,0.0,0.0,241.0,,0.0,0.0,,,,
110620,2,1,2,8,623,,,,,,,,,,,,,
110622,-1,2,1,8,484,76.0,0.0,0.0,0.0,0.0,117.0,,0.0,0.0,,,,
110624,-1,2,2,8,244,,,,,,,,,,,2.0,0.0,0.0
110634,3,1,2,8,489,630.0,1.0,1.0,0.0,1.0,1026.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
110639,3,2,2,8,489,,,,,,,,,,,,,
110654,3,1,1,8,489,,,,,,,,,,,,,
110677,3,2,2,8,489,,,,,,,,,,,,,
110679,3,1,1,8,214,,,,,,,,,,,,,
110686,3,2,2,8,489,,,,,,,,,,,,,
110695,1,1,-1,8,658,,,,,,,,,,,3.0,0.0,0.0
110696,3,2,1,8,214,,,,,,,,,,,,,
110697,-1,1,1,8,801,481.0,11.0,4.0,1.0,1.0,652.0,0.09090909090909091,0.002079002079002079,0.0015337423312883436,1.0,4.0,1.0,0.0297
110706,2,1,2,8,124,,,,,,,,,,,,,
110710,-1,-1,1,8,127,,,,,,,,,,,,,
110716,3,1,2,8,489,,,,,,,,,,,,,
11072,3,2,-1,8,214,,,,,,,,,,,,,
110725,2,1,2,8,623,,,,,,,,,,,,,
110732,-1,-1,1,8,801,80.0,0.0,0.0,0.0,1.0,143.0,,0.0,0.0,0.0,3.0,1.0,0.0714
11076,3,1,2,8,489,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,0.0,0.0
110762,3,-1,2,8,214,,,,,,,,,,,,,
110764,-1,-1,-1,8,249,,,,,,,,,,,,,
110767,-1,-1,1,8,51,,,,,,,,,,,,,
110770,1,1,-1,8,885,,,,,,,,,,,3.0,1.0,0.0385
110779,1,2,2,8,545,2922.0,22.0,14.0,0.0,10.0,3966.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0189
110781,-1,-1,2,8,174,35.0,0.0,0.0,0.0,0.0,59.0,,0.0,0.0,,,,
110786,1,2,2,8,885,,,,,,,,,,,,,
110790,3,1,2,8,306,,,,,,,,,,,,,
110791,3,-1,2,8,489,,,,,,,,,,,,,
110795,2,1,2,8,635,,,,,,,,,,,,,
110797,3,1,1,8,214,,,,,,,,,,,,,
11081,3,1,2,8,489,,,,,,,,,,,,,
110810,-1,1,1,8,766,,,,,,,,,,,,,
110813,2,2,1,8,812,44.0,3.0,2.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11082,1,1,-1,8,693,,,,,,,,,,,2.0,0.0,0.0
110832,1,-1,-1,8,658,,,,,,,,,,,,,
110838,1,-1,-1,8,545,,,,,,,,,,,,,
110839,3,1,1,8,214,,,,,,,,,,,,,
11085,2,1,2,8,812,,,,,,,,,,,,,
110855,3,1,1,8,214,,,,,,,,,,,,,
110860,3,1,2,8,489,,,,,,,,,,,,,
110861,2,2,2,8,812,41.0,0.0,0.0,0.0,0.0,54.0,,0.0,0.0,,1.0,0.0,0.0
110862,3,1,1,8,214,,,,,,,,,,,1.0,0.0,0.0
110883,3,2,2,8,214,,,,,,,,,,,,,
110886,-1,1,-1,8,562,,,,,,,,,,,1.0,0.0,0.0
110898,1,1,2,8,658,,,,,,,,,,,,,
11090,3,1,1,8,214,2956.0,33.0,14.0,1.0,11.0,4775.0,0.030303030303030304,0.00033829499323410016,0.0002094240837696335,0.09090909090909091,4.0,1.0,0.0379
110908,2,1,2,8,124,,,,,,,,,,,3.0,1.0,0.125
11091,-1,-1,1,8,605,,,,,,,,,,,,,
110918,-1,-1,1,8,857,,,,,,,,,,,,,
110927,3,-1,2,8,214,,,,,,,,,,,,,
110933,3,1,1,8,489,,,,,,,,,,,,,
110937,3,2,2,8,489,,,,,,,,,,,,,
110941,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.1304
110944,3,2,-1,8,214,1176.0,8.0,2.0,0.0,3.0,1889.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0245
110954,-1,1,2,8,875,,,,,,,,,,,,,
110955,3,1,2,8,489,,,,,,,,,,,,,
11096,2,2,2,8,124,,,,,,,,,,,1.0,0.0,0.0
110974,3,-1,2,8,489,3066.0,28.0,8.0,2.0,10.0,4602.0,0.07142857142857142,0.0006523157208088715,0.000434593654932638,0.2,3.0,0.0,0.0
110980,-1,1,1,8,321,,,,,,,,,,,,,
110996,3,2,2,8,306,,,,,,,,,,,2.0,0.0,0.0
1110,1,1,2,8,693,27.0,0.0,1.0,0.0,0.0,43.0,,0.0,0.0,,3.0,1.0,0.0833
111021,3,2,2,8,214,632.0,12.0,4.0,1.0,4.0,1003.0,0.08333333333333333,0.0015822784810126582,0.0009970089730807576,0.25,2.0,0.0,0.0
111027,3,-1,-1,8,214,,,,,,,,,,,,,
111035,3,2,-1,8,489,,,,,,,,,,,3.0,1.0,0.0588
111039,1,-1,1,8,800,,,,,,,,,,,,,
11104,3,1,1,8,306,,,,,,,,,,,4.0,1.0,0.0503
111048,2,1,1,8,812,,,,,,,,,,,1.0,0.0,0.0
111052,1,1,2,8,800,27.0,0.0,0.0,0.0,0.0,36.0,,0.0,0.0,,4.0,1.0,0.0372
111058,3,1,1,8,489,69.0,0.0,0.0,0.0,0.0,78.0,,0.0,0.0,,,,
111071,1,1,1,8,677,,,,,,,,,,,,,
111080,3,1,2,8,489,,,,,,,,,,,,,
111085,3,-1,2,8,489,,,,,,,,,,,,,
111099,3,1,2,8,489,,,,,,,,,,,,,
11111,3,2,2,8,489,,,,,,,,,,,,,
111112,1,1,1,8,658,,,,,,,,,,,3.0,1.0,0.2308
111118,1,2,2,8,885,,,,,,,,,,,3.0,1.0,0.0612
111121,3,1,2,8,489,,,,,,,,,,,,,
111124,3,-1,-1,8,214,,,,,,,,,,,,,
111132,-1,1,1,8,556,,,,,,,,,,,2.0,0.0,0.0
111150,3,2,-1,8,214,,,,,,,,,,,,,
111151,3,1,2,8,489,,,,,,,,,,,,,
111152,3,2,2,8,214,,,,,,,,,,,,,
111153,2,1,2,8,124,1035.0,24.0,27.0,0.0,5.0,1553.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0256
111159,3,1,2,8,571,,,,,,,,,,,,,
11117,1,1,1,8,545,9.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,,3.0,0.0,0.0
111171,3,2,-1,8,214,,,,,,,,,,,,,
111175,3,2,1,8,489,,,,,,,,,,,,,
111182,2,2,2,8,124,,,,,,,,,,,,,
111186,3,1,-1,8,489,,,,,,,,,,,,,
111189,3,1,2,8,214,24.0,0.0,0.0,0.0,0.0,33.0,,0.0,0.0,,2.0,1.0,0.5
111192,2,1,2,8,623,3.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0213
111195,1,2,-1,8,885,,,,,,,,,,,1.0,0.0,0.0
111196,3,2,1,8,306,,,,,,,,,,,4.0,1.0,0.042
111197,1,-1,-1,8,885,,,,,,,,,,,,,
111201,1,1,2,8,885,,,,,,,,,,,,,
111202,1,2,2,8,403,275.0,11.0,4.0,0.0,3.0,480.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11121,-1,-1,1,8,790,29.0,0.0,0.0,0.0,0.0,42.0,,0.0,0.0,,,,
111211,1,1,1,8,30,,,,,,,,,,,,,
111223,1,1,1,8,658,,,,,,,,,,,2.0,0.0,0.0
111225,1,1,1,8,693,12384.0,507.0,252.0,35.0,85.0,21080.0,0.06903353057199212,0.0028262273901808787,0.0016603415559772296,0.4117647058823529,4.0,1.0,0.0333
11123,1,1,2,8,658,,,,,,,,,,,,,
111235,1,-1,-1,8,885,,,,,,,,,,,,,
111237,3,1,1,8,214,,,,,,,,,,,,,
111239,2,2,1,8,812,,,,,,,,,,,,,
111243,1,-1,1,8,658,15.0,0.0,0.0,0.0,0.0,26.0,,0.0,0.0,,,,
111247,3,-1,1,8,489,,,,,,,,,,,2.0,1.0,0.3333
111258,2,1,2,8,124,,,,,,,,,,,,,
111269,3,1,1,8,214,,,,,,,,,,,,,
111271,3,2,1,8,489,,,,,,,,,,,2.0,0.0,0.0
111275,3,1,2,8,214,,,,,,,,,,,,,
111280,3,-1,2,8,489,,,,,,,,,,,,,
111281,1,1,1,8,658,,,,,,,,,,,,,
111282,3,1,2,8,214,,,,,,,,,,,,,
111283,3,1,2,8,214,,,,,,,,,,,,,
111294,3,1,1,8,214,,,,,,,,,,,,,
111298,2,2,2,8,124,,,,,,,,,,,,,
111301,3,1,2,8,489,,,,,,,,,,,,,
111312,2,-1,-1,8,812,,,,,,,,,,,,,
111313,2,1,2,8,623,,,,,,,,,,,2.0,0.0,0.0
111317,3,2,1,8,489,,,,,,,,,,,,,
111318,3,1,2,8,306,,,,,,,,,,,,,
111320,3,-1,1,8,214,,,,,,,,,,,,,
111323,3,1,2,8,214,,,,,,,,,,,,,
111329,3,2,1,8,489,,,,,,,,,,,,,
111330,3,1,2,8,489,,,,,,,,,,,,,
111337,3,-1,2,8,489,,,,,,,,,,,,,
111345,1,1,1,8,30,,,,,,,,,,,,,
111347,1,-1,1,8,800,31.0,0.0,0.0,0.0,0.0,48.0,,0.0,0.0,,,,
111364,3,1,2,8,489,,,,,,,,,,,,,
111367,1,1,-1,8,545,,,,,,,,,,,4.0,1.0,0.0306
111368,2,1,2,8,812,,,,,,,,,,,,,
111386,3,1,-1,8,214,,,,,,,,,,,,,
111387,3,2,1,8,489,,,,,,,,,,,1.0,0.0,0.0
111397,1,1,2,8,545,,,,,,,,,,,4.0,1.0,0.0144
1114,3,2,2,8,489,,,,,,,,,,,,,
111402,3,1,1,8,489,,,,,,,,,,,3.0,1.0,0.04
111404,1,-1,1,8,800,357.0,11.0,2.0,4.0,4.0,687.0,0.36363636363636365,0.011204481792717087,0.005822416302765648,1.0,2.0,0.0,0.0
11141,-1,1,2,8,562,,,,,,,,,,,,,
111415,3,-1,-1,8,489,,,,,,,,,,,,,
111419,3,1,2,8,214,,,,,,,,,,,,,
111425,1,2,1,8,885,,,,,,,,,,,,,
111427,1,-1,1,8,658,,,,,,,,,,,1.0,0.0,0.0
111431,3,2,2,8,214,,,,,,,,,,,2.0,1.0,0.5
111433,3,1,2,8,214,22.0,0.0,0.0,0.0,0.0,35.0,,0.0,0.0,,4.0,1.0,0.0241
111435,3,1,2,8,489,,,,,,,,,,,,,
111438,3,1,-1,8,306,,,,,,,,,,,,,
111446,2,1,2,8,124,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,
111463,2,1,2,8,124,,,,,,,,,,,,,
111466,2,2,2,8,124,,,,,,,,,,,2.0,0.0,0.0
111484,1,1,1,8,427,32.0,0.0,0.0,0.0,0.0,56.0,,0.0,0.0,,4.0,1.0,0.018000000000000002
111498,2,-1,-1,8,623,,,,,,,,,,,,,
111506,3,1,2,8,489,,,,,,,,,,,,,
111507,3,1,2,8,489,,,,,,,,,,,,,
11151,3,1,-1,8,489,,,,,,,,,,,,,
111515,1,1,1,8,800,,,,,,,,,,,,,
111525,3,2,2,8,489,,,,,,,,,,,,,
111539,3,1,2,8,214,,,,,,,,,,,,,
111541,3,1,-1,8,214,,,,,,,,,,,,,
111543,3,2,2,8,489,,,,,,,,,,,,,
111545,2,2,2,8,655,,,,,,,,,,,,,
111546,3,2,1,8,489,,,,,,,,,,,,,
11156,2,-1,-1,8,623,,,,,,,,,,,,,
111563,3,1,1,8,214,,,,,,,,,,,4.0,1.0,0.0382
111576,3,2,1,8,489,,,,,,,,,,,,,
111577,3,2,1,8,214,,,,,,,,,,,,,
111578,3,2,2,8,489,,,,,,,,,,,,,
111579,3,-1,-1,8,214,,,,,,,,,,,,,
111585,3,2,1,8,214,1337.0,5.0,4.0,0.0,4.0,2120.0,0.0,0.0,0.0,0.0,4.0,1.0,0.2456
111586,3,1,-1,8,489,,,,,,,,,,,3.0,0.0,0.0
111591,3,1,1,8,214,,,,,,,,,,,,,
111592,3,1,2,8,214,,,,,,,,,,,,,
111596,3,-1,-1,8,214,,,,,,,,,,,,,
111597,1,-1,-1,8,658,,,,,,,,,,,,,
111598,3,2,1,8,489,,,,,,,,,,,,,
111607,3,2,1,8,214,,,,,,,,,,,2.0,0.0,0.0
111612,1,2,1,8,693,,,,,,,,,,,,,
111625,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
111642,2,1,-1,8,812,,,,,,,,,,,,,
111648,1,1,-1,8,30,,,,,,,,,,,2.0,0.0,0.0
111656,3,-1,1,8,489,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,
111659,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0513
111664,3,-1,1,8,214,,,,,,,,,,,,,
111668,1,-1,-1,8,403,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,
111672,3,1,1,8,489,,,,,,,,,,,3.0,0.0,0.0
111687,3,2,1,8,214,34.0,1.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,,2.0,0.0,0.0
111689,3,2,1,8,489,,,,,,,,,,,,,
111698,1,-1,1,8,375,,,,,,,,,,,,,
111705,-1,-1,1,8,70,,,,,,,,,,,,,
111711,1,-1,1,8,800,27.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,3.0,0.0,0.0
111718,3,1,2,8,489,,,,,,,,,,,,,
111719,2,-1,2,8,623,,,,,,,,,,,,,
111724,3,1,1,8,306,,,,,,,,,,,,,
111729,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
11174,3,-1,1,8,489,,,,,,,,,,,1.0,0.0,0.0
111741,-1,1,1,8,562,800.0,10.0,1.0,0.0,4.0,1319.0,0.0,0.0,0.0,0.0,2.0,1.0,0.25
111748,1,1,-1,8,403,,,,,,,,,,,,,
111768,3,1,1,8,214,,,,,,,,,,,,,
111791,3,1,-1,8,214,,,,,,,,,,,4.0,1.0,0.0263
111792,3,1,2,8,489,,,,,,,,,,,,,
111793,3,1,1,8,306,,,,,,,,,,,,,
111803,1,2,2,8,693,,,,,,,,,,,,,
111805,3,1,2,8,489,,,,,,,,,,,3.0,1.0,0.0638
111814,1,1,2,8,30,,,,,,,,,,,3.0,1.0,0.1667
111820,2,-1,-1,8,623,,,,,,,,,,,,,
111823,3,1,1,8,306,,,,,,,,,,,,,
111842,3,2,2,8,214,,,,,,,,,,,,,
111846,3,1,2,8,214,365.0,2.0,4.0,0.0,3.0,628.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
111847,3,1,2,8,214,1229.0,50.0,18.0,2.0,11.0,2212.0,0.04,0.0016273393002441008,0.0009041591320072332,0.18181818181818182,3.0,0.0,0.0
111853,1,2,1,8,800,,,,,,,,,,,3.0,1.0,0.0476
11186,3,2,-1,8,214,,,,,,,,,,,,,
111861,3,1,2,8,214,,,,,,,,,,,,,
111870,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,3.0,1.0,0.0638
111876,1,1,1,8,800,387.0,15.0,4.0,0.0,1.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111883,3,1,1,8,489,,,,,,,,,,,2.0,0.0,0.0
111897,1,2,2,8,545,,,,,,,,,,,,,
111899,-1,2,1,8,622,,,,,,,,,,,3.0,1.0,0.1739
111907,-1,-1,1,8,766,,,,,,,,,,,,,
111924,3,1,1,8,214,,,,,,,,,,,,,
111927,2,1,-1,8,124,,,,,,,,,,,,,
111930,1,2,2,8,403,63.0,4.0,2.0,0.0,0.0,112.0,0.0,0.0,0.0,,,,
111935,3,1,1,8,489,,,,,,,,,,,,,
111942,3,2,2,8,489,,,,,,,,,,,,,
111944,3,2,1,8,214,,,,,,,,,,,,,
111957,3,1,1,8,214,,,,,,,,,,,,,
111960,1,-1,1,8,800,,,,,,,,,,,,,
111961,-1,1,1,8,561,,,,,,,,,,,,,
111993,1,-1,-1,8,403,,,,,,,,,,,,,
111994,2,-1,-1,8,623,,,,,,,,,,,,,
111999,3,1,2,8,214,4603.0,63.0,26.0,2.0,25.0,6910.0,0.031746031746031744,0.00043449923962633063,0.0002894356005788712,0.08,4.0,1.0,0.0192
1120,2,2,2,8,101,,,,,,,,,,,,,
112033,2,2,2,8,812,1483.0,44.0,26.0,4.0,7.0,2466.0,0.09090909090909091,0.0026972353337828725,0.0016220600162206002,0.5714285714285714,4.0,1.0,0.0926
112036,1,1,1,8,30,,,,,,,,,,,,,
112047,3,1,1,8,306,,,,,,,,,,,,,
11205,3,2,2,8,571,,,,,,,,,,,,,
112063,-1,-1,1,8,622,,,,,,,,,,,,,
112066,3,1,2,8,214,,,,,,,,,,,,,
112074,1,1,2,8,545,,,,,,,,,,,,,
112076,3,1,2,8,489,,,,,,,,,,,,,
112083,3,2,2,8,489,,,,,,,,,,,,,
112094,3,-1,2,8,214,,,,,,,,,,,,,
112101,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,1.0,0.125
112118,1,1,2,8,885,,,,,,,,,,,,,
112122,3,1,-1,8,306,,,,,,,,,,,3.0,0.0,0.0
112123,2,1,2,8,623,,,,,,,,,,,2.0,0.0,0.0
112137,3,-1,-1,8,214,,,,,,,,,,,,,
112139,3,1,2,8,489,,,,,,,,,,,,,
112155,1,1,2,8,693,,,,,,,,,,,,,
112159,3,1,2,8,214,,,,,,,,,,,,,
112172,3,1,2,8,489,,,,,,,,,,,,,
112185,3,1,1,8,489,,,,,,,,,,,,,
112202,1,2,2,8,658,,,,,,,,,,,,,
112238,3,1,1,8,214,,,,,,,,,,,,,
112249,2,1,2,8,124,431.0,12.0,5.0,0.0,4.0,774.0,0.0,0.0,0.0,0.0,3.0,1.0,0.125
112255,2,-1,2,8,623,,,,,,,,,,,,,
112259,3,1,1,8,489,,,,,,,,,,,2.0,0.0,0.0
112266,3,-1,2,8,214,,,,,,,,,,,,,
112268,3,2,2,8,214,8.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,2.0,0.0,0.0
11227,3,1,2,8,489,,,,,,,,,,,,,
112274,3,2,2,8,214,7461.0,134.0,52.0,3.0,49.0,10973.0,0.022388059701492536,0.0004020908725371934,0.0002733983413833956,0.061224489795918366,4.0,1.0,0.0392
112275,3,1,1,8,214,,,,,,,,,,,,,
112279,1,1,1,8,545,21.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,,3.0,1.0,0.0833
112280,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0
112292,3,1,1,8,214,,,,,,,,,,,,,
112305,3,-1,-1,8,214,,,,,,,,,,,,,
112317,2,1,2,8,623,,,,,,,,,,,,,
112318,3,1,-1,8,489,,,,,,,,,,,,,
112319,3,1,1,8,489,,,,,,,,,,,,,
112327,2,1,1,8,812,27.0,0.0,0.0,0.0,0.0,43.0,,0.0,0.0,,1.0,0.0,0.0
112332,3,1,1,8,214,17178.0,605.0,285.0,25.0,117.0,28215.0,0.04132231404958678,0.0014553498661078123,0.000886053517632465,0.21367521367521367,4.0,1.0,0.0353
112333,3,2,-1,8,489,,,,,,,,,,,,,
112335,1,1,1,8,545,,,,,,,,,,,,,
112343,3,2,2,8,214,332.0,1.0,0.0,0.0,1.0,475.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
112348,3,1,2,8,214,,,,,,,,,,,,,
112358,3,-1,2,8,214,,,,,,,,,,,,,
112367,1,1,1,8,677,,,,,,,,,,,,,
112382,3,1,2,8,214,,,,,,,,,,,,,
112403,1,2,1,8,885,,,,,,,,,,,,,
112408,1,1,1,8,545,,,,,,,,,,,4.0,1.0,0.0135
112417,3,1,2,8,214,,,,,,,,,,,,,
112419,1,2,1,8,800,,,,,,,,,,,,,
112424,3,2,2,8,489,566.0,0.0,0.0,0.0,2.0,844.0,,0.0,0.0,0.0,1.0,0.0,0.0
112429,3,1,1,8,306,,,,,,,,,,,,,
112432,3,1,2,8,489,,,,,,,,,,,,,
112433,3,1,2,8,214,,,,,,,,,,,,,
112437,1,-1,1,8,545,,,,,,,,,,,,,
112447,3,1,2,8,214,,,,,,,,,,,,,
112450,2,1,2,8,623,,,,,,,,,,,,,
11246,3,1,1,8,489,,,,,,,,,,,,,
112461,3,2,2,8,214,,,,,,,,,,,,,
11247,3,-1,-1,8,306,17.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,,,
112470,-1,-1,2,8,200,,,,,,,,,,,,,
112475,1,-1,1,8,800,17.0,1.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,,2.0,0.0,0.0
112482,3,1,2,8,489,,,,,,,,,,,,,
112485,3,1,1,8,489,,,,,,,,,,,,,
11249,3,2,-1,8,489,,,,,,,,,,,1.0,0.0,0.0
112495,3,2,-1,8,214,1960.0,8.0,4.0,0.0,7.0,2622.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
112499,3,1,1,8,489,,,,,,,,,,,,,
112501,3,2,1,8,214,,,,,,,,,,,3.0,0.0,0.0
112504,3,-1,2,8,489,,,,,,,,,,,,,
112513,2,2,2,8,812,1184.0,33.0,12.0,3.0,13.0,1633.0,0.09090909090909091,0.002533783783783784,0.001837109614206981,0.23076923076923078,3.0,0.0,0.0
112514,3,2,1,8,489,,,,,,,,,,,,,
112516,2,-1,-1,8,124,,,,,,,,,,,,,
