user_id,age,sex,user_lv_cd,user_reg_tm
210128,3.0,2.0,5,2013-06-18
210129,4.0,0.0,4,2013-06-18
210130,2.0,2.0,3,2013-06-18
210131,3.0,2.0,3,2010-09-17
210132,3.0,0.0,5,2010-09-17
210133,3.0,0.0,5,2013-06-18
210134,3.0,0.0,5,2013-06-18
210135,3.0,2.0,3,2013-06-18
210136,4.0,2.0,3,2013-06-18
210137,3.0,2.0,5,2013-06-18
210138,3.0,2.0,5,2013-06-18
210139,2.0,0.0,5,2013-06-18
210140,3.0,0.0,5,2010-09-17
210141,3.0,2.0,3,2013-06-18
210142,3.0,0.0,5,2010-09-17
210143,3.0,2.0,5,2013-06-18
210144,4.0,2.0,3,2013-06-18
210145,-1.0,1.0,5,2013-06-18
210146,3.0,2.0,3,2013-06-18
210147,4.0,0.0,5,2010-09-17
210148,3.0,2.0,3,2013-06-18
210149,3.0,2.0,5,2013-06-18
210150,-1.0,1.0,4,2010-09-17
210151,3.0,2.0,3,2013-06-18
210152,2.0,2.0,4,2013-06-18
210153,3.0,2.0,4,2013-06-18
210154,4.0,2.0,5,2013-06-18
210155,4.0,0.0,5,2010-09-17
210156,3.0,0.0,5,2010-09-17
210157,2.0,2.0,3,2013-06-19
210158,6.0,0.0,5,2013-06-19
210159,3.0,2.0,4,2013-06-19
210160,3.0,2.0,5,2013-06-19
210161,3.0,0.0,3,2013-06-19
210162,4.0,2.0,4,2013-06-19
210163,3.0,2.0,5,2013-06-19
210164,3.0,0.0,5,2013-06-19
210165,3.0,0.0,4,2013-06-19
210166,3.0,0.0,5,2010-09-17
210167,2.0,0.0,5,2008-11-29
210168,3.0,0.0,5,2010-09-17
210169,4.0,0.0,5,2008-11-29
210170,3.0,0.0,5,2007-03-14
210171,3.0,0.0,3,2013-06-19
210172,3.0,2.0,3,2013-06-19
210173,3.0,0.0,5,2010-09-17
210174,-1.0,1.0,4,2010-09-17
210175,3.0,0.0,3,2010-09-17
210176,-1.0,2.0,1,2013-06-19
210177,5.0,0.0,5,2008-11-29
210178,3.0,2.0,3,2013-06-19
210179,4.0,0.0,2,2010-09-17
210180,3.0,2.0,4,2013-06-19
210181,3.0,0.0,4,2010-09-17
210182,4.0,1.0,4,2013-06-19
210183,5.0,2.0,4,2013-06-19
210184,3.0,0.0,3,2013-06-19
210185,3.0,2.0,3,2013-06-19
210186,4.0,2.0,4,2013-06-19
210187,4.0,2.0,4,2013-06-19
210188,3.0,0.0,3,2013-06-19
210189,3.0,1.0,5,2013-06-19
210190,3.0,2.0,5,2013-06-19
210191,3.0,0.0,3,2013-06-19
210192,3.0,0.0,5,2010-09-17
210193,4.0,2.0,5,2013-06-19
210194,3.0,0.0,4,2013-06-19
210195,-1.0,1.0,5,2010-09-18
210196,3.0,0.0,5,2008-11-29
210197,3.0,2.0,5,2013-06-19
210198,3.0,2.0,3,2013-06-19
210199,-1.0,2.0,4,2013-06-19
210200,3.0,0.0,5,2013-06-19
210201,-1.0,2.0,3,2013-06-19
210202,5.0,0.0,4,2010-09-18
210203,6.0,0.0,5,2013-06-19
210204,-1.0,2.0,5,2013-06-19
210205,2.0,2.0,4,2013-06-19
210206,3.0,2.0,4,2013-06-19
210207,3.0,2.0,4,2013-06-19
210208,3.0,2.0,4,2013-06-19
210209,3.0,0.0,4,2013-06-19
210210,3.0,0.0,5,2010-09-18
210211,3.0,2.0,4,2013-06-19
210212,4.0,0.0,5,2010-09-18
210213,3.0,0.0,4,2013-06-19
210214,4.0,0.0,4,2010-09-18
210215,3.0,2.0,5,2013-06-19
210216,5.0,0.0,5,2013-06-19
210217,2.0,1.0,4,2013-06-19
210218,3.0,2.0,4,2013-06-19
210219,3.0,2.0,3,2013-06-19
210220,6.0,2.0,5,2013-06-19
210221,3.0,1.0,4,2013-06-19
210222,3.0,0.0,4,2010-09-18
210223,3.0,0.0,3,2013-06-19
210224,5.0,0.0,5,2010-09-18
210225,4.0,0.0,4,2013-06-19
210226,2.0,2.0,4,2013-06-19
210227,3.0,2.0,4,2013-06-19
210228,4.0,2.0,4,2013-06-19
210229,4.0,0.0,4,2013-06-19
210230,2.0,2.0,4,2013-06-19
210231,-1.0,0.0,5,2010-09-18
210232,4.0,2.0,4,2013-06-19
210233,3.0,0.0,5,2008-11-29
210234,3.0,0.0,5,2010-09-18
210235,-1.0,2.0,4,2013-06-19
210236,4.0,0.0,4,2010-09-18
210237,-1.0,2.0,2,2013-06-19
210238,4.0,2.0,3,2013-06-19
210239,3.0,2.0,4,2013-06-19
210240,3.0,0.0,5,2010-09-18
210241,3.0,0.0,5,2008-11-29
210242,3.0,2.0,4,2013-06-19
210243,2.0,0.0,5,2013-06-19
210244,4.0,2.0,4,2013-06-19
210245,-1.0,1.0,4,2010-09-18
210246,3.0,2.0,5,2013-06-19
210247,4.0,2.0,2,2013-06-19
210248,3.0,2.0,4,2013-06-19
210249,3.0,2.0,4,2013-06-19
210250,5.0,2.0,3,2013-06-19
210251,3.0,1.0,4,2010-09-18
210252,3.0,0.0,5,2010-09-18
210253,3.0,2.0,3,2013-06-19
210254,3.0,0.0,5,2010-09-18
210255,3.0,0.0,5,2010-09-18
210256,4.0,2.0,5,2013-06-19
210257,2.0,0.0,5,2010-09-18
210258,3.0,0.0,5,2010-09-18
210259,3.0,1.0,5,2010-09-18
210260,3.0,0.0,5,2010-09-18
210261,4.0,0.0,5,2010-09-18
210262,4.0,0.0,5,2013-06-19
210263,4.0,0.0,4,2013-06-19
210264,3.0,0.0,4,2013-06-19
210265,4.0,0.0,5,2013-06-19
210266,3.0,2.0,4,2013-06-19
210267,3.0,2.0,4,2013-06-19
210268,4.0,0.0,4,2010-09-18
210269,-1.0,0.0,5,2010-09-18
210270,-1.0,2.0,4,2013-06-19
210271,3.0,0.0,5,2013-06-19
210272,3.0,2.0,4,2013-06-19
210273,3.0,2.0,3,2013-06-19
210274,4.0,0.0,5,2013-06-19
210275,3.0,2.0,3,2013-06-19
210276,4.0,2.0,4,2013-06-19
210277,3.0,2.0,4,2013-06-19
210278,3.0,0.0,5,2010-09-18
210279,4.0,2.0,3,2013-06-19
210280,3.0,0.0,5,2013-06-19
210281,3.0,2.0,4,2013-06-19
210282,3.0,0.0,4,2010-09-18
210283,3.0,0.0,4,2010-09-18
210284,-1.0,0.0,3,2013-06-19
210285,3.0,2.0,4,2013-06-19
210286,4.0,2.0,4,2013-06-19
210287,3.0,2.0,5,2013-06-19
210288,3.0,2.0,5,2013-06-19
210289,-1.0,2.0,1,2013-06-19
210290,3.0,2.0,5,2013-06-19
210291,3.0,2.0,3,2013-06-19
210292,3.0,0.0,4,2010-09-18
210293,2.0,2.0,3,2013-06-19
210294,3.0,2.0,4,2013-06-19
210295,2.0,2.0,4,2013-06-19
210296,3.0,0.0,4,2010-09-18
210297,4.0,2.0,4,2013-06-19
210298,3.0,0.0,5,2013-06-19
210299,3.0,0.0,5,2013-06-19
210300,4.0,2.0,4,2013-06-19
210301,-1.0,1.0,4,2010-09-18
210302,4.0,0.0,3,2010-09-18
210303,4.0,2.0,5,2013-06-19
210304,3.0,2.0,4,2013-06-19
210305,3.0,2.0,4,2013-06-19
210306,-1.0,2.0,5,2013-06-19
210307,2.0,2.0,2,2013-06-19
210308,2.0,2.0,5,2013-06-19
210309,3.0,2.0,3,2013-06-19
210310,4.0,0.0,2,2013-06-19
210311,2.0,0.0,4,2013-06-19
210312,3.0,2.0,4,2013-06-19
210313,3.0,0.0,5,2010-09-18
210314,4.0,2.0,4,2013-06-19
210315,3.0,0.0,5,2013-06-19
210316,4.0,2.0,3,2013-06-19
210317,3.0,1.0,5,2013-06-19
210318,3.0,0.0,5,2013-06-19
210319,3.0,0.0,5,2010-09-18
210320,3.0,2.0,4,2013-06-19
210321,3.0,2.0,4,2013-06-19
210322,3.0,0.0,4,2013-06-19
210323,4.0,2.0,5,2013-06-19
210324,4.0,2.0,3,2013-06-19
210325,4.0,0.0,4,2013-06-19
210326,3.0,1.0,5,2010-09-18
210327,4.0,2.0,5,2010-09-18
210328,-1.0,1.0,5,2010-09-18
210329,5.0,2.0,4,2013-06-19
210330,3.0,0.0,4,2010-09-18
210331,4.0,2.0,3,2013-06-19
210332,3.0,0.0,5,2013-06-19
210333,-1.0,2.0,2,2013-06-19
210334,3.0,1.0,5,2010-09-18
210335,2.0,2.0,3,2013-06-19
210336,4.0,2.0,5,2013-06-19
210337,3.0,2.0,4,2013-06-19
210338,3.0,2.0,4,2013-06-19
210339,4.0,0.0,5,2010-09-18
210340,3.0,0.0,5,2013-06-19
210341,4.0,2.0,4,2013-06-19
210342,3.0,0.0,5,2010-09-18
210343,-1.0,0.0,3,2013-06-19
210344,4.0,2.0,3,2013-06-19
210345,4.0,2.0,4,2013-06-19
210346,4.0,0.0,5,2010-09-18
210347,3.0,0.0,5,2010-09-18
210348,3.0,2.0,5,2013-06-19
210349,3.0,2.0,3,2013-06-19
210350,4.0,0.0,4,2010-09-18
210351,3.0,0.0,4,2013-06-19
210352,-1.0,1.0,5,2010-09-18
210353,4.0,1.0,4,2013-06-19
210354,4.0,2.0,5,2013-06-19
210355,4.0,2.0,4,2013-06-19
210356,4.0,2.0,4,2013-06-19
210357,3.0,0.0,3,2013-06-19
210358,2.0,2.0,4,2013-06-19
210359,3.0,2.0,4,2013-06-19
210360,3.0,1.0,5,2010-09-18
210361,3.0,2.0,4,2013-06-19
210362,3.0,2.0,4,2013-06-19
210363,6.0,2.0,2,2016-05-24
210364,3.0,2.0,4,2013-06-19
210365,-1.0,2.0,3,2013-06-19
210366,4.0,2.0,5,2013-06-19
210367,3.0,2.0,4,2013-06-19
210368,-1.0,2.0,1,2016-05-24
210369,3.0,0.0,4,2010-09-18
210370,-1.0,2.0,2,2013-06-20
210371,3.0,2.0,4,2013-06-20
210372,4.0,1.0,5,2013-06-20
210373,4.0,0.0,5,2013-06-20
210374,3.0,2.0,5,2010-09-18
210375,3.0,0.0,3,2013-06-20
210376,3.0,2.0,5,2013-06-20
210377,3.0,0.0,4,2010-09-18
210378,3.0,0.0,4,2013-06-20
210379,3.0,0.0,5,2008-11-29
210380,3.0,0.0,5,2010-09-18
210381,4.0,2.0,4,2013-06-20
210382,4.0,0.0,5,2008-11-29
210383,-1.0,0.0,3,2010-09-18
210384,3.0,0.0,3,2010-09-18
210385,3.0,0.0,5,2010-09-18
210386,3.0,0.0,4,2010-09-18
210387,3.0,2.0,3,2013-06-20
210388,-1.0,0.0,5,2010-09-18
210389,3.0,2.0,3,2013-06-20
210390,3.0,0.0,3,2010-09-19
210391,6.0,2.0,4,2013-06-20
210392,3.0,0.0,5,2010-09-19
210393,3.0,2.0,5,2013-06-20
210394,3.0,2.0,5,2013-06-20
210395,4.0,2.0,5,2013-06-20
210396,4.0,0.0,4,2010-09-19
210397,3.0,2.0,3,2013-06-20
210398,3.0,0.0,5,2008-11-29
210399,3.0,0.0,5,2010-09-19
210400,-1.0,2.0,4,2013-06-20
210401,5.0,2.0,4,2013-06-20
210402,3.0,0.0,5,2013-06-20
210403,3.0,0.0,2,2013-06-20
210404,3.0,2.0,4,2013-06-20
210405,3.0,0.0,4,2010-09-19
210406,4.0,1.0,3,2013-06-20
210407,4.0,2.0,5,2013-06-20
210408,4.0,2.0,4,2013-06-20
210409,4.0,2.0,5,2013-06-20
210410,3.0,0.0,5,2010-09-19
210411,2.0,0.0,4,2013-06-20
210412,3.0,2.0,5,2013-06-20
210413,4.0,1.0,4,2010-09-19
210414,3.0,2.0,4,2013-06-20
210415,4.0,0.0,5,2010-09-19
210416,-1.0,0.0,5,2010-09-19
210417,3.0,2.0,5,2010-09-19
210418,4.0,2.0,5,2013-06-20
210419,3.0,0.0,5,2010-09-19
210420,4.0,0.0,4,2008-11-30
210421,2.0,0.0,3,2013-06-20
210422,-1.0,2.0,2,2013-06-20
210423,2.0,0.0,5,2013-06-20
210424,2.0,1.0,4,2013-06-20
210425,3.0,2.0,2,2013-06-20
210426,4.0,0.0,2,2010-09-19
210427,4.0,2.0,4,2013-06-20
210428,4.0,0.0,5,2008-11-30
210429,3.0,2.0,5,2013-06-20
210430,3.0,2.0,4,2013-06-20
210431,3.0,0.0,5,2008-11-30
210432,3.0,2.0,4,2013-06-20
210433,3.0,2.0,4,2013-06-20
210434,4.0,0.0,5,2010-09-19
210435,4.0,0.0,5,2010-09-19
210436,3.0,0.0,4,2010-09-19
210437,4.0,0.0,5,2010-09-19
210438,3.0,1.0,5,2010-09-19
210439,3.0,2.0,3,2013-06-20
210440,3.0,2.0,4,2013-06-20
210441,3.0,2.0,4,2013-06-20
210442,3.0,0.0,5,2010-09-19
210443,3.0,2.0,4,2013-06-20
210444,4.0,0.0,4,2010-09-19
210445,3.0,0.0,4,2010-09-19
210446,3.0,0.0,4,2013-06-20
210447,3.0,0.0,4,2010-09-19
210448,3.0,0.0,3,2010-09-19
210449,3.0,0.0,5,2004-11-03
210450,3.0,0.0,5,2013-06-20
210451,4.0,0.0,4,2013-06-20
210452,3.0,0.0,4,2013-06-20
210453,4.0,0.0,5,2013-06-20
210454,3.0,2.0,4,2013-06-20
210455,3.0,2.0,5,2013-06-20
210456,4.0,2.0,4,2013-06-20
210457,2.0,0.0,4,2010-09-19
210458,4.0,0.0,5,2010-09-19
210459,3.0,0.0,5,2010-09-19
210460,3.0,0.0,5,2013-06-20
210461,4.0,2.0,2,2013-06-20
210462,3.0,0.0,4,2013-06-20
210463,3.0,2.0,5,2013-06-20
210464,4.0,0.0,3,2013-06-20
210465,4.0,0.0,3,2013-06-20
210466,5.0,2.0,4,2013-06-20
210467,3.0,0.0,4,2010-09-19
210468,5.0,2.0,4,2013-06-20
210469,2.0,1.0,5,2013-06-20
210470,4.0,0.0,5,2010-09-19
210471,3.0,2.0,4,2013-06-20
210472,3.0,2.0,4,2013-06-20
210473,2.0,2.0,5,2013-06-20
210474,3.0,2.0,3,2013-06-20
210475,4.0,2.0,4,2013-06-20
210476,4.0,2.0,3,2013-06-20
210477,4.0,2.0,4,2013-06-20
210478,3.0,0.0,5,2010-09-19
210479,2.0,2.0,4,2013-06-20
210480,4.0,2.0,4,2013-06-20
210481,3.0,2.0,3,2013-06-20
210482,3.0,2.0,3,2013-06-20
210483,4.0,0.0,4,2013-06-20
210484,-1.0,0.0,4,2010-09-19
210485,3.0,0.0,4,2013-06-20
210486,3.0,0.0,5,2013-06-20
210487,5.0,2.0,2,2013-06-20
210488,3.0,0.0,4,2013-06-20
210489,3.0,2.0,5,2013-06-20
210490,3.0,2.0,4,2013-06-20
210491,3.0,1.0,5,2013-06-20
210492,3.0,0.0,5,2010-09-19
210493,3.0,0.0,5,2008-11-30
210494,4.0,0.0,5,2010-09-19
210495,3.0,2.0,5,2013-06-20
210496,2.0,0.0,5,2013-06-20
210497,4.0,2.0,2,2013-06-21
210498,3.0,0.0,5,2010-09-19
210499,4.0,0.0,3,2013-06-21
210500,3.0,2.0,3,2013-06-21
210501,3.0,0.0,5,2008-11-30
210502,3.0,1.0,5,2008-11-30
210503,4.0,1.0,4,2010-09-19
210504,4.0,0.0,4,2013-06-21
210505,4.0,2.0,4,2013-06-21
210506,3.0,2.0,3,2013-06-21
210507,4.0,0.0,4,2010-09-19
210508,3.0,0.0,3,2010-09-19
210509,4.0,2.0,3,2013-06-21
210510,2.0,0.0,5,2010-09-19
210511,3.0,2.0,4,2013-06-21
210512,3.0,1.0,5,2013-06-21
210513,2.0,0.0,4,2013-06-21
210514,3.0,2.0,5,2013-06-21
210515,2.0,0.0,4,2013-06-21
210516,-1.0,2.0,3,2013-06-21
210517,3.0,0.0,5,2010-09-19
210518,3.0,0.0,5,2013-06-21
210519,3.0,2.0,3,2013-06-21
210520,3.0,0.0,5,2010-09-19
210521,2.0,2.0,5,2013-06-21
210522,-1.0,1.0,5,2010-09-19
210523,3.0,2.0,5,2013-06-21
210524,3.0,0.0,4,2013-06-21
210525,4.0,0.0,5,2010-09-19
210526,5.0,2.0,2,2013-06-21
210527,3.0,2.0,2,2013-06-21
210528,3.0,2.0,5,2013-06-21
210529,3.0,1.0,4,2010-09-19
210530,3.0,2.0,5,2013-06-21
210531,3.0,0.0,4,2013-06-21
210532,4.0,0.0,5,2010-09-19
210533,3.0,0.0,5,2010-09-19
210534,3.0,0.0,3,2013-06-21
210535,4.0,2.0,5,2013-06-21
210536,5.0,1.0,4,2010-09-19
210537,3.0,0.0,5,2008-11-30
210538,3.0,0.0,5,2007-03-15
210539,4.0,0.0,5,2013-06-21
210540,3.0,0.0,4,2013-06-21
210541,3.0,0.0,5,2013-06-21
210542,4.0,2.0,3,2013-06-21
210543,3.0,0.0,3,2013-06-21
210544,3.0,0.0,4,2010-09-19
210545,4.0,0.0,5,2010-09-19
210546,3.0,0.0,4,2008-11-30
210547,3.0,0.0,5,2013-06-21
210548,3.0,1.0,5,2010-09-19
210549,6.0,0.0,5,2013-06-21
210550,5.0,2.0,5,2013-06-21
210551,4.0,2.0,4,2013-06-21
210552,3.0,0.0,5,2010-09-19
210553,4.0,2.0,3,2013-06-21
210554,2.0,2.0,3,2013-06-21
210555,3.0,2.0,3,2013-06-21
210556,3.0,2.0,4,2013-06-21
210557,3.0,2.0,4,2013-06-21
210558,-1.0,0.0,5,2010-09-20
210559,3.0,2.0,5,2010-09-20
210560,3.0,0.0,5,2010-09-20
210561,3.0,2.0,4,2013-06-21
210562,4.0,0.0,5,2010-09-20
210563,3.0,1.0,4,2013-06-21
210564,4.0,0.0,5,2010-09-20
210565,4.0,0.0,5,2013-06-21
210566,2.0,2.0,4,2013-06-21
210567,4.0,2.0,3,2013-06-21
210568,4.0,2.0,5,2013-06-21
210569,-1.0,2.0,4,2010-09-20
210570,5.0,0.0,4,2010-09-20
210571,4.0,0.0,4,2010-09-20
210572,4.0,0.0,5,2013-06-21
210573,3.0,0.0,5,2010-09-20
210574,3.0,2.0,5,2013-06-21
210575,3.0,1.0,5,2010-09-20
210576,3.0,2.0,4,2013-06-21
210577,4.0,0.0,4,2010-09-20
210578,5.0,0.0,5,2010-09-20
210579,3.0,2.0,4,2013-06-21
210580,3.0,0.0,5,2013-06-21
210581,-1.0,2.0,2,2013-06-21
210582,3.0,2.0,4,2013-06-21
210583,2.0,2.0,5,2013-06-21
210584,4.0,2.0,5,2013-06-21
210585,3.0,0.0,5,2010-09-20
210586,3.0,2.0,4,2013-06-21
210587,3.0,0.0,5,2010-09-20
210588,3.0,0.0,4,2013-06-21
210589,3.0,1.0,5,2010-09-20
210590,3.0,2.0,5,2013-06-21
210591,3.0,2.0,3,2013-06-21
210592,3.0,2.0,3,2013-06-21
210593,3.0,2.0,4,2013-06-21
210594,3.0,2.0,5,2013-06-21
210595,3.0,1.0,5,2008-11-30
210596,4.0,0.0,4,2010-09-20
210597,4.0,2.0,5,2013-06-21
210598,4.0,0.0,5,2010-09-20
210599,3.0,0.0,5,2008-11-30
210600,3.0,0.0,5,2013-06-21
210601,3.0,2.0,5,2013-06-21
210602,2.0,2.0,5,2013-06-21
210603,3.0,0.0,5,2010-09-20
210604,3.0,2.0,5,2013-06-21
210605,3.0,0.0,4,2013-06-21
210606,3.0,1.0,5,2013-06-21
210607,3.0,2.0,5,2013-06-21
210608,3.0,0.0,4,2013-06-21
210609,3.0,2.0,3,2013-06-21
210610,3.0,0.0,5,2010-09-20
210611,2.0,2.0,3,2013-06-21
210612,4.0,0.0,5,2010-09-20
210613,3.0,2.0,5,2013-06-21
210614,3.0,2.0,4,2013-06-21
210615,3.0,0.0,5,2013-06-21
210616,4.0,2.0,4,2013-06-21
210617,-1.0,0.0,5,2010-09-20
210618,3.0,0.0,4,2008-11-30
210619,2.0,2.0,5,2013-06-22
210620,3.0,2.0,5,2013-06-22
210621,5.0,2.0,4,2013-06-22
210622,3.0,0.0,4,2013-06-22
210623,3.0,0.0,5,2010-09-20
210624,3.0,0.0,5,2010-09-20
210625,3.0,1.0,5,2013-06-22
210626,2.0,0.0,5,2010-09-20
210627,3.0,0.0,5,2013-06-22
210628,3.0,0.0,5,2013-06-22
210629,3.0,2.0,4,2013-06-22
210630,3.0,0.0,4,2010-09-20
210631,3.0,2.0,3,2013-06-22
210632,3.0,0.0,4,2013-06-22
210633,3.0,1.0,4,2010-09-20
210634,4.0,0.0,5,2013-06-22
210635,3.0,0.0,5,2013-06-22
210636,2.0,1.0,5,2013-06-22
210637,3.0,2.0,5,2013-06-22
210638,4.0,2.0,4,2013-06-22
210639,3.0,0.0,5,2013-06-22
210640,2.0,0.0,5,2010-09-20
210641,3.0,0.0,5,2008-11-30
210642,3.0,2.0,3,2013-06-22
210643,3.0,0.0,5,2010-09-20
210644,3.0,0.0,4,2010-09-20
210645,3.0,2.0,3,2013-06-22
210646,2.0,2.0,4,2013-06-22
210647,3.0,2.0,4,2013-06-22
210648,3.0,0.0,3,2013-06-22
210649,3.0,0.0,4,2013-06-22
210650,4.0,1.0,5,2010-09-20
210651,3.0,2.0,5,2013-06-22
210652,3.0,0.0,5,2010-09-20
210653,3.0,0.0,4,2013-06-22
210654,3.0,0.0,5,2013-06-22
210655,4.0,0.0,4,2008-11-30
210656,3.0,0.0,4,2010-09-20
210657,2.0,0.0,3,2013-06-22
210658,6.0,0.0,5,2008-11-30
210659,4.0,2.0,4,2013-06-22
210660,4.0,0.0,5,2010-09-20
210661,2.0,2.0,4,2013-06-22
210662,3.0,1.0,5,2013-06-22
210663,4.0,0.0,3,2010-09-20
210664,4.0,2.0,5,2013-06-22
210665,4.0,0.0,3,2010-09-20
210666,2.0,2.0,4,2013-06-22
210667,3.0,2.0,3,2013-06-22
210668,4.0,2.0,4,2013-06-22
210669,4.0,0.0,4,2010-09-20
210670,3.0,0.0,3,2010-09-20
210671,3.0,2.0,4,2013-06-22
210672,3.0,2.0,5,2013-06-22
210673,3.0,2.0,4,2013-06-22
210674,3.0,0.0,4,2010-09-20
210675,2.0,2.0,3,2013-06-22
210676,4.0,2.0,3,2013-06-22
210677,3.0,0.0,5,2010-09-20
210678,4.0,1.0,3,2013-06-22
210679,3.0,0.0,3,2010-09-20
210680,3.0,2.0,4,2013-06-22
210681,4.0,0.0,3,2013-06-22
210682,2.0,2.0,4,2013-06-22
210683,3.0,2.0,5,2013-06-22
210684,6.0,2.0,1,2013-06-22
210685,3.0,0.0,4,2013-06-22
210686,4.0,2.0,3,2013-06-22
210687,4.0,0.0,5,2010-09-20
210688,4.0,1.0,4,2013-06-22
210689,3.0,1.0,5,2010-09-20
210690,4.0,0.0,5,2010-09-20
210691,3.0,0.0,5,2010-09-20
210692,-1.0,1.0,3,2013-06-22
210693,3.0,2.0,5,2013-06-22
210694,3.0,2.0,4,2013-06-22
210695,2.0,2.0,5,2013-06-22
210696,3.0,2.0,5,2013-06-22
210697,4.0,0.0,5,2013-06-22
210698,-1.0,2.0,1,2013-06-22
210699,5.0,2.0,3,2013-06-22
210700,3.0,1.0,4,2013-06-22
210701,4.0,2.0,5,2013-06-22
210702,4.0,2.0,4,2013-06-22
210703,3.0,1.0,3,2013-06-22
210704,4.0,0.0,3,2013-06-22
210705,4.0,2.0,3,2013-06-22
210706,3.0,0.0,5,2010-09-20
210707,3.0,0.0,5,2010-09-20
210708,4.0,0.0,4,2013-06-22
210709,3.0,2.0,5,2013-06-22
210710,3.0,2.0,5,2013-06-22
210711,3.0,0.0,4,2010-09-20
210712,4.0,2.0,3,2013-06-22
210713,4.0,2.0,4,2013-06-22
210714,-1.0,0.0,5,2010-09-20
210715,4.0,2.0,5,2013-06-22
210716,2.0,2.0,4,2013-06-22
210717,4.0,0.0,5,2010-09-20
210718,4.0,2.0,4,2013-06-22
210719,3.0,2.0,4,2013-06-22
210720,3.0,2.0,4,2013-06-22
210721,-1.0,2.0,1,2013-06-22
210722,3.0,2.0,4,2013-06-22
210723,3.0,0.0,5,2010-09-20
210724,3.0,2.0,4,2013-06-22
210725,3.0,1.0,5,2013-06-22
210726,3.0,2.0,3,2013-06-22
210727,4.0,2.0,4,2013-06-22
210728,4.0,2.0,4,2013-06-22
210729,4.0,2.0,4,2013-06-22
210730,4.0,0.0,4,2010-09-20
210731,3.0,0.0,5,2010-09-20
210732,3.0,0.0,5,2013-06-23
210733,3.0,2.0,5,2013-06-23
210734,4.0,2.0,4,2013-06-23
210735,3.0,0.0,4,2010-09-20
210736,3.0,0.0,3,2013-06-23
210737,3.0,2.0,2,2013-06-23
210738,4.0,0.0,5,2010-09-20
210739,3.0,2.0,4,2013-06-23
210740,6.0,2.0,4,2013-06-23
210741,4.0,2.0,4,2013-06-23
210742,2.0,1.0,3,2013-06-23
210743,3.0,2.0,4,2013-06-23
210744,6.0,0.0,5,2013-06-23
210745,3.0,2.0,3,2013-06-23
210746,3.0,2.0,3,2013-06-23
210747,4.0,0.0,5,2010-09-21
210748,2.0,2.0,2,2013-06-23
210749,3.0,2.0,4,2013-06-23
210750,3.0,0.0,5,2010-09-21
210751,3.0,2.0,5,2013-06-23
210752,3.0,2.0,5,2013-06-23
210753,3.0,2.0,4,2013-06-23
210754,4.0,0.0,5,2013-06-23
210755,5.0,0.0,3,2013-06-23
210756,3.0,0.0,5,2013-06-23
210757,-1.0,0.0,5,2010-09-21
210758,3.0,1.0,4,2010-09-21
210759,4.0,0.0,4,2010-09-21
210760,4.0,0.0,5,2013-06-23
210761,3.0,0.0,5,2010-09-21
210762,3.0,2.0,5,2013-06-23
210763,4.0,2.0,3,2013-06-23
210764,-1.0,2.0,4,2013-06-23
210765,3.0,0.0,4,2010-09-21
210766,3.0,0.0,5,2013-06-23
210767,3.0,0.0,2,2010-09-21
210768,-1.0,0.0,5,2010-09-21
210769,3.0,2.0,5,2013-06-23
210770,4.0,0.0,5,2008-12-01
210771,3.0,0.0,4,2013-06-23
210772,4.0,2.0,5,2013-06-23
210773,4.0,2.0,4,2013-06-23
210774,3.0,0.0,4,2013-06-23
210775,5.0,0.0,5,2010-09-21
210776,4.0,0.0,5,2010-09-21
210777,2.0,2.0,4,2013-06-23
210778,3.0,2.0,4,2010-09-21
210779,3.0,2.0,5,2013-06-23
210780,3.0,0.0,5,2010-09-21
210781,3.0,0.0,5,2013-06-23
210782,2.0,0.0,4,2013-06-23
210783,-1.0,2.0,5,2013-06-23
210784,3.0,2.0,4,2013-06-23
210785,3.0,0.0,4,2010-09-21
210786,4.0,2.0,5,2013-06-23
210787,4.0,0.0,3,2008-12-01
210788,4.0,2.0,4,2013-06-23
210789,3.0,2.0,5,2013-06-23
210790,2.0,2.0,3,2013-06-24
210791,3.0,0.0,5,2013-06-24
210792,-1.0,2.0,4,2013-06-24
210793,4.0,0.0,3,2010-09-21
210794,-1.0,0.0,2,2013-06-24
210795,-1.0,0.0,3,2010-09-21
210796,-1.0,0.0,5,2010-09-21
210797,3.0,0.0,5,2008-12-01
210798,4.0,0.0,5,2008-12-01
210799,3.0,0.0,4,2010-09-21
210800,4.0,0.0,4,2007-03-17
210801,4.0,2.0,4,2013-06-24
210802,3.0,2.0,5,2013-06-24
210803,-1.0,0.0,1,2010-09-21
210804,3.0,0.0,5,2010-09-21
210805,5.0,0.0,3,2010-09-21
210806,4.0,2.0,3,2013-06-24
210807,4.0,0.0,5,2010-09-21
210808,3.0,2.0,5,2013-06-24
210809,4.0,2.0,4,2013-06-24
210810,4.0,2.0,5,2013-06-24
210811,3.0,0.0,4,2010-09-21
210812,4.0,1.0,5,2013-06-24
210813,4.0,2.0,3,2013-06-24
210814,3.0,0.0,5,2013-06-24
210815,3.0,1.0,4,2013-06-24
210816,3.0,1.0,3,2010-09-21
210817,2.0,1.0,4,2010-09-21
210818,3.0,0.0,5,2010-09-21
210819,3.0,1.0,4,2013-06-24
210820,4.0,2.0,4,2013-06-24
210821,4.0,0.0,5,2008-12-01
210822,2.0,0.0,4,2013-06-24
210823,3.0,0.0,5,2010-09-21
