购物距离注册时长	购物时是否咨询客服	是否团购	是否是新用户	是否直降	是否换购	是够满减	是否买赠	是够加价购	留存标签	咨询数量	同时购买同样物品数量
46	0	0	1	0	0	0	0	0	0	0	1
26	0	0	1	0	0	1	0	0	0	0	2
8	1	0	1	0	0	0	0	0	0	0	1
10	1	0	0	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	7	2
11	0	1	1	0	0	0	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	0
40	1	0	1	0	0	1	0	0	0	0	1
11	1	0	0	0	0	1	0	0	0	1	1
9	1	0	0	0	0	0	0	0	0	0	1
2	1	0	1	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	2	1
19	1	0	1	0	0	1	0	0	0	0	1
2	1	0	0	0	0	0	0	0	0	0	1
36	0	1	1	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	0
24	1	0	1	0	0	0	0	0	0	0	0
4	1	0	0	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	0
35	1	0	1	0	0	1	0	0	0	0	1
17	1	0	1	0	0	0	0	1	0	0	1
48	1	0	0	0	0	1	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
53	0	0	0	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	1	0	0	1
10	1	0	0	0	0	0	0	0	0	0	0
91	0	0	1	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
12	1	0	1	1	0	0	0	0	0	0	0
12	1	0	0	0	0	0	0	0	0	0	2
41	1	0	0	0	0	0	0	0	0	0	0
29	1	0	0	0	0	1	0	0	0	0	0
67	1	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	0	1
17	1	0	1	0	0	0	0	0	0	0	0
8	1	0	0	0	0	0	0	0	0	0	0
35	1	0	1	0	0	0	0	1	0	0	1
103	1	0	1	0	0	0	0	0	0	0	1
19	1	0	0	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0	6	1
5	1	0	1	0	0	1	0	0	0	0	1
26	1	1	1	0	0	0	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	1
46	0	0	0	0	0	0	0	1	0	2	1
21	1	0	1	0	0	0	0	0	0	0	1
78	1	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	0
60	0	1	1	0	0	1	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
9	1	0	0	0	0	1	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
68	0	0	1	0	0	0	0	0	0	0	2
55	1	0	0	0	0	1	0	0	0	0	0
28	1	0	0	0	0	0	0	0	0	0	0
49	0	0	1	0	0	0	0	1	0	0	1
82	1	0	1	0	0	0	0	0	0	3	1
53	0	1	1	0	0	0	0	0	0	0	0
39	1	0	1	0	0	0	0	0	0	0	0
55	0	0	1	0	0	0	0	0	0	0	1
70	1	1	1	0	0	1	0	0	0	2	1
36	1	0	1	0	0	0	0	0	0	0	1
72	1	0	1	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0	0	1
47	0	0	0	0	0	0	0	1	0	2	1
66	0	0	0	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	1
36	1	0	1	0	0	0	0	0	0	0	1
10	1	0	1	0	0	1	0	0	0	0	1
103	1	0	1	0	0	0	0	0	0	0	0
11	1	0	1	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0	0	1
36	1	0	1	0	0	1	0	0	0	0	1
103	1	0	1	0	0	0	0	0	0	0	1
33	1	0	1	0	0	1	0	0	0	0	1
36	0	0	0	0	0	0	0	0	0	0	0
56	0	0	1	0	0	0	0	0	0	0	0
11	1	0	1	0	0	0	0	1	0	0	1
24	1	0	0	0	0	0	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
61	1	0	0	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	1
10	1	1	1	0	0	0	0	0	0	0	1
47	1	0	1	0	0	0	0	0	0	0	1
37	1	0	1	0	0	0	0	0	0	0	1
30	1	0	0	0	0	0	0	0	0	2	2
19	1	1	1	0	0	0	0	0	0	0	1
79	1	0	1	0	0	0	0	1	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
39	1	0	0	0	0	0	0	0	0	2	0
52	1	0	1	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0
45	1	0	0	0	0	1	0	0	0	0	1
34	1	0	1	0	0	0	0	0	0	0	1
98	0	0	1	0	0	0	0	0	0	0	1
62	0	0	1	0	0	0	0	0	0	0	1
84	0	1	1	0	0	1	0	0	0	0	1
35	1	0	0	0	0	0	0	0	0	0	1
52	1	0	1	0	0	0	0	0	0	0	1
65	1	0	1	0	0	0	0	0	0	0	0
59	1	0	1	0	0	0	0	0	0	0	0
9	1	0	1	0	0	1	0	0	0	0	1
29	1	0	1	0	0	0	0	0	0	0	1
57	1	0	1	0	0	1	0	0	0	0	1
5	0	0	0	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
24	1	0	1	0	0	0	0	0	0	0	0
31	1	1	1	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
102	1	0	1	0	0	0	0	0	0	0	0
19	1	0	0	0	0	0	0	0	0	0	1
67	0	0	0	0	0	1	0	0	0	0	1
75	1	0	0	0	0	0	0	0	0	0	0
21	1	0	0	0	0	0	0	1	0	0	1
55	0	0	1	0	0	0	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	0	1
91	0	1	1	0	0	0	0	0	0	0	1
54	0	0	0	0	0	0	0	0	0	0	1
60	0	0	0	0	0	0	0	0	0	0	1
46	0	0	0	0	0	0	0	0	0	0	1
46	0	0	1	0	0	0	0	0	0	0	0
12	1	0	0	0	0	0	0	0	0	0	0
37	0	0	1	0	0	0	0	0	0	2	1
102	0	0	1	1	0	1	0	0	0	0	1
89	0	0	0	1	0	1	0	0	0	0	1
83	0	1	1	0	0	0	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
82	0	0	1	0	0	0	0	0	0	0	1
45	0	0	0	0	0	0	0	0	0	0	1
30	1	0	0	0	0	0	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
13	1	0	1	0	0	0	0	0	0	0	2
83	0	0	1	0	0	0	0	0	0	0	1
39	1	0	0	0	0	0	0	0	0	1	1
84	0	0	1	0	0	0	0	0	0	0	0
18	1	0	1	0	0	0	0	0	0	0	1
59	0	0	1	0	0	0	0	0	0	0	0
16	0	1	1	1	0	0	0	0	0	0	0
7	1	0	1	0	0	0	0	0	0	1	1
41	1	0	0	0	0	1	0	0	0	0	1
74	0	0	0	0	0	0	0	0	0	2	1
11	1	0	1	0	0	0	0	0	0	0	1
11	1	0	0	0	0	1	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	0	0
18	1	0	0	0	0	0	0	0	0	0	0
42	1	0	1	0	0	0	0	0	0	0	1
57	1	0	0	0	0	1	0	0	0	0	1
14	1	1	1	0	0	0	0	0	0	0	1
100	0	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0	4	1
91	0	0	0	0	0	0	0	1	0	0	1
22	0	0	0	0	0	0	0	0	0	2	1
33	0	0	1	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
59	1	0	0	0	0	1	0	0	0	0	1
22	1	0	0	0	0	0	0	0	0	0	1
58	1	0	0	0	0	0	0	0	0	0	0
84	1	0	0	0	0	0	0	0	0	0	0
5	1	1	1	0	0	0	0	0	0	0	1
91	0	0	0	0	0	1	0	0	0	0	0
32	0	0	0	0	0	0	0	0	0	0	1
49	1	0	1	0	0	0	0	0	0	0	0
51	1	0	0	0	0	0	0	0	0	0	0
68	1	0	0	0	0	0	0	0	0	0	1
40	1	0	1	0	0	1	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
61	0	0	0	0	0	0	0	0	0	0	1
63	1	0	1	0	0	0	0	0	0	0	2
46	0	0	1	0	0	1	0	0	0	0	1
90	0	0	1	0	0	0	0	0	0	0	1
98	1	0	1	0	0	0	0	0	0	1	1
39	0	0	1	0	0	0	0	0	0	0	0
70	1	0	1	0	0	0	0	0	0	0	1
81	0	0	0	0	0	1	0	0	0	0	1
37	1	0	1	0	0	0	0	1	0	0	1
25	1	0	1	0	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0	0	0	0	0
40	0	0	1	0	0	0	0	0	0	0	1
83	1	0	0	0	0	1	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	0	1
44	1	0	1	0	0	0	0	0	0	1	1
70	0	0	1	0	0	0	0	0	0	0	1
26	1	0	0	0	0	1	0	0	0	0	1
29	1	0	0	0	0	1	0	0	0	0	1
11	1	1	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
103	0	0	0	0	0	0	0	0	0	0	0
3	1	0	1	0	0	0	0	0	0	0	1
102	1	0	0	0	0	0	0	0	0	0	0
60	0	0	1	0	0	0	0	0	0	0	1
80	1	0	1	0	0	1	0	0	0	0	1
80	0	0	0	0	0	1	0	0	0	0	1
23	1	0	0	0	0	0	0	0	0	0	1
19	0	0	1	0	0	0	0	0	0	0	2
72	0	0	0	0	0	0	0	1	0	0	1
77	0	0	1	0	0	0	0	0	0	0	1
2	1	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	2
32	1	0	1	0	0	0	0	0	0	0	2
91	0	1	1	0	0	0	0	0	0	0	1
30	0	1	1	1	0	0	0	0	0	0	0
2	1	0	1	0	0	0	0	0	0	0	0
39	1	0	1	0	0	0	0	0	0	0	1
82	0	1	1	1	0	0	0	0	0	4	1
60	0	0	0	0	0	1	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	0
65	1	1	1	0	0	0	0	0	0	0	0
103	0	0	0	0	0	0	0	1	0	8	1
95	0	0	1	0	0	0	0	1	0	0	1
16	1	0	1	0	0	1	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	2
18	1	0	0	0	0	1	0	0	0	0	1
53	1	0	0	0	0	1	0	0	0	0	1
49	1	0	1	0	0	0	0	0	0	0	0
56	1	0	1	0	0	0	0	0	0	0	2
4	1	0	0	0	0	0	0	1	0	0	1
66	1	0	1	0	0	1	0	0	0	0	1
66	1	0	0	0	0	1	0	0	0	0	1
27	1	0	0	0	0	0	0	0	0	0	1
33	1	0	1	0	0	0	0	0	0	0	1
74	1	0	1	0	0	1	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
72	1	0	1	0	0	0	0	0	0	0	1
67	0	0	0	0	0	1	0	0	0	0	1
89	1	0	1	0	0	0	0	0	0	0	1
49	1	0	0	0	0	0	0	0	0	0	0
46	0	0	1	0	0	0	0	1	0	0	1
25	1	0	1	0	0	0	0	0	0	8	3
30	1	0	1	0	0	0	0	0	0	0	1
58	1	0	1	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	0
8	1	0	0	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	1	1
57	1	0	0	0	0	0	0	0	0	0	0
44	1	0	0	0	0	0	0	0	0	0	0
23	1	0	1	0	0	1	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	0
47	1	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	0	0	0	0
42	1	0	1	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
104	0	0	0	0	0	0	0	0	0	0	1
82	0	0	1	0	0	0	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	0
36	1	0	0	0	0	0	0	0	0	0	1
75	0	0	0	0	0	0	0	1	0	0	1
96	0	0	0	0	0	0	0	0	0	0	1
26	1	1	1	0	0	0	0	0	0	0	1
14	1	0	1	0	0	0	0	0	0	0	1
4	1	0	0	0	0	1	0	0	0	0	1
50	1	0	1	0	0	0	0	0	0	0	0
16	1	0	0	0	0	1	0	0	0	0	1
40	1	0	0	0	0	0	0	0	0	0	1
25	1	0	0	0	0	0	0	0	0	0	0
25	1	0	1	0	0	0	0	0	0	0	1
50	1	0	0	0	0	1	0	0	0	0	1
35	1	0	1	0	0	0	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	1
79	1	0	0	0	0	0	0	0	0	0	0
27	0	0	1	0	0	0	0	0	0	0	1
38	0	1	1	1	0	0	0	0	0	0	0
36	1	0	0	0	0	0	0	0	0	0	0
23	0	1	1	1	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	2	1
12	1	0	1	0	0	0	0	0	0	0	1
17	1	0	1	0	0	0	0	0	0	0	0
67	0	0	1	0	0	0	0	0	0	0	1
88	1	0	0	0	0	1	0	0	0	0	1
14	1	0	0	0	0	0	0	0	0	0	1
19	1	0	0	0	0	1	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	0
19	1	0	0	0	0	0	0	0	0	0	1
36	0	0	0	0	0	1	0	0	0	0	1
24	1	0	0	0	0	0	0	0	0	0	0
19	1	0	0	0	0	1	0	0	0	0	1
19	0	1	1	0	0	1	0	0	0	0	1
90	1	0	1	0	0	0	0	0	0	0	0
46	1	0	0	0	0	0	0	0	0	0	0
76	0	0	1	0	0	0	0	0	0	0	0
38	0	0	1	0	0	0	0	0	0	1	1
75	1	0	1	0	0	0	0	0	0	0	0
68	0	1	1	0	0	0	0	0	0	0	1
10	1	0	0	0	0	1	0	0	0	0	1
20	1	0	1	0	0	0	0	0	0	0	1
24	1	0	1	0	0	0	0	0	0	0	2
99	1	1	1	0	0	0	0	0	0	4	1
80	1	0	1	0	0	0	0	0	0	2	1
20	1	1	1	0	0	0	0	0	0	0	1
17	1	0	1	0	0	0	0	0	0	0	0
68	1	0	1	0	0	0	0	0	0	0	1
49	0	0	1	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	0
26	0	0	0	0	0	1	0	0	0	0	1
80	0	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	1	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
82	0	0	0	0	0	0	0	0	0	0	1
80	0	0	0	0	0	0	0	0	0	0	0
25	1	0	1	0	0	0	0	0	0	0	0
4	1	0	1	0	0	1	0	0	0	0	1
54	1	0	1	0	0	0	0	0	0	0	1
97	0	0	1	0	0	0	0	0	0	0	2
2	1	0	1	0	0	0	0	0	0	0	1
67	1	0	0	0	0	1	0	0	0	0	1
10	1	1	1	0	0	0	0	0	0	0	1
46	0	0	1	0	0	1	0	0	0	0	1
85	1	0	1	0	0	1	0	0	0	4	2
78	1	1	1	0	0	0	0	0	0	0	1
32	1	0	1	0	0	0	0	0	0	0	0
86	1	0	1	0	0	0	0	0	0	0	1
68	0	0	1	0	0	0	0	0	0	0	1
77	1	0	1	0	0	0	0	0	0	0	1
17	0	0	1	0	0	0	0	0	0	0	1
50	1	0	1	0	0	0	0	0	0	0	0
80	0	1	1	0	0	1	0	0	0	1	1
22	1	1	1	0	0	1	0	0	0	0	1
24	1	0	1	0	0	0	0	0	0	0	1
25	1	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	0	1
53	1	0	0	0	0	0	0	0	0	0	2
88	1	1	1	0	0	0	0	0	0	0	1
18	1	0	0	0	0	1	0	0	0	0	1
19	1	0	1	0	0	1	0	0	0	0	1
34	1	0	0	0	0	1	0	0	0	0	1
33	1	0	1	0	0	1	0	0	0	0	1
61	0	0	0	0	0	1	0	0	0	0	1
58	1	0	1	0	0	0	0	0	0	0	0
10	1	0	1	0	0	0	0	0	0	0	2
6	1	0	0	0	0	0	0	0	0	1	2
89	0	1	1	0	0	0	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	1
81	1	0	1	0	0	1	0	0	0	0	1
20	1	0	0	0	0	0	0	1	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
31	1	1	1	0	0	0	0	0	0	3	1
49	1	0	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	1	0
25	1	0	0	0	0	1	0	0	0	0	1
21	1	0	1	0	0	1	0	0	0	0	1
23	1	0	0	0	0	0	0	0	0	0	0
33	0	0	1	0	0	0	0	0	0	0	1
54	1	0	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
39	1	0	0	0	0	0	0	0	0	0	1
55	1	1	1	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	0
13	1	0	1	0	0	0	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
35	1	0	1	0	0	0	0	0	0	0	1
49	1	0	1	0	0	1	0	0	0	0	1
42	1	0	0	0	0	1	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
31	0	0	1	0	0	0	0	0	0	0	0
55	1	0	0	0	0	1	0	0	0	0	2
49	1	0	0	0	0	0	0	0	0	0	0
95	0	0	0	1	0	0	0	0	0	0	1
16	1	0	0	0	0	1	0	0	0	0	1
95	1	0	1	0	0	0	0	0	0	0	1
81	0	1	1	0	0	0	0	0	0	0	0
7	1	0	1	0	0	0	0	0	0	0	1
86	0	0	0	0	0	0	0	1	0	0	1
17	1	0	0	0	0	0	0	0	0	0	1
26	0	0	0	0	0	0	0	1	0	0	1
23	1	0	1	0	0	0	0	0	0	0	1
0	1	0	0	0	0	0	0	0	0	0	1
63	0	0	1	0	0	0	0	0	0	0	1
5	1	0	0	0	0	0	0	0	0	0	1
53	1	0	0	0	0	0	0	0	0	0	0
14	1	0	1	0	0	0	0	0	0	0	1
47	1	0	0	0	0	1	0	0	0	0	1
41	0	0	0	0	0	0	0	0	0	0	1
59	0	0	1	0	0	0	0	0	0	0	1
75	1	0	0	0	0	0	0	0	0	0	1
105	1	0	0	0	0	0	0	0	0	0	1
71	0	0	0	0	0	0	0	1	0	0	1
61	1	0	0	0	0	0	0	0	0	0	1
102	1	0	1	0	0	0	0	0	0	0	1
38	1	1	1	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	0	0
46	0	0	1	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0	2
47	0	0	0	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	1	0	0	1
104	0	0	1	0	0	0	0	0	0	4	1
8	1	0	0	0	0	0	0	0	0	0	1
84	0	0	1	0	0	0	0	0	0	0	1
48	1	0	0	0	0	0	0	0	0	0	0
13	0	0	1	0	0	0	0	0	0	0	0
14	1	0	0	0	0	0	0	0	0	0	3
13	1	0	1	0	0	1	0	0	0	0	1
12	1	0	0	0	0	1	0	0	0	0	1
43	0	0	1	0	0	0	0	0	0	0	1
60	0	0	0	0	0	0	0	0	0	0	1
25	1	0	1	0	0	0	0	0	0	0	1
46	0	0	1	0	0	0	0	0	0	0	1
6	0	0	0	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	1
4	1	0	0	0	0	1	0	0	0	0	1
51	1	0	1	0	0	0	0	0	0	0	1
61	0	1	1	0	0	0	0	0	0	0	0
19	1	0	1	0	0	0	0	0	0	0	2
5	1	0	0	0	0	0	0	0	0	1	1
8	1	0	1	0	0	1	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	1	0
68	0	0	1	0	0	0	0	0	0	0	1
51	1	0	1	0	0	0	0	0	0	0	0
37	1	1	1	0	0	1	0	0	0	0	1
83	0	0	1	1	0	1	0	0	0	0	1
18	1	0	0	0	0	0	0	0	0	0	2
49	1	0	1	0	0	0	0	0	0	0	0
61	1	0	0	0	0	0	0	0	0	0	0
22	1	0	1	0	0	0	0	0	0	0	1
67	0	0	0	0	0	0	0	0	0	1	1
64	1	0	1	0	0	0	0	0	0	0	0
41	1	0	1	0	0	0	0	0	0	0	0
46	0	1	1	0	0	0	0	0	0	0	1
51	0	0	0	0	0	0	0	0	0	0	0
103	0	1	1	0	0	0	0	0	0	2	1
9	1	1	1	0	0	0	0	0	0	0	1
19	1	0	0	0	0	0	0	0	0	0	0
77	0	0	1	0	0	0	0	0	0	1	1
59	0	0	0	0	0	0	0	1	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
18	1	0	0	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	0
54	1	0	1	0	0	0	0	0	0	0	0
89	1	0	0	0	0	0	0	0	0	0	1
62	0	0	0	0	0	0	0	0	0	0	1
98	0	0	0	0	0	0	0	1	0	1	1
57	0	0	0	0	0	0	0	1	0	0	1
52	1	0	0	0	0	0	0	0	0	0	1
67	0	0	0	0	0	0	0	0	0	0	1
26	1	1	1	0	0	0	0	0	0	0	0
52	0	0	1	0	0	0	0	0	0	0	0
46	1	0	1	0	0	1	0	0	0	2	1
25	1	0	1	0	0	1	0	0	0	0	1
4	1	0	1	0	0	1	0	0	0	0	1
24	1	0	1	0	0	1	0	0	0	2	1
56	0	0	0	0	0	0	0	1	0	0	1
28	1	0	0	0	0	1	0	0	0	0	1
61	1	0	1	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
47	1	0	0	0	0	1	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
55	0	0	0	0	0	0	0	0	0	0	1
80	0	0	0	0	0	0	0	0	0	0	1
91	0	0	1	0	0	1	0	0	0	0	1
81	0	0	0	0	0	1	0	0	0	0	2
65	0	0	0	0	0	0	0	0	0	0	1
14	1	0	1	0	0	0	0	0	0	0	1
74	1	0	1	0	0	0	0	0	0	0	1
24	1	0	1	0	0	0	0	0	0	0	1
86	1	1	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	2
103	0	0	0	1	0	1	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	4	1
31	1	0	1	0	0	0	0	0	0	0	0
91	0	0	0	1	0	1	0	0	0	0	1
10	1	0	0	0	0	0	0	0	0	0	1
26	0	0	0	0	0	0	0	0	0	0	1
51	1	0	0	0	0	0	0	0	0	0	0
16	1	0	0	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
56	0	0	1	0	0	0	0	0	0	0	1
51	0	0	1	0	0	0	0	0	0	2	0
14	1	0	0	0	0	0	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
82	0	1	1	1	0	1	0	0	0	0	1
106	0	0	0	0	0	0	0	1	0	0	1
18	1	1	0	0	0	0	0	0	0	0	1
75	0	0	0	0	0	0	0	0	0	3	2
49	1	1	1	1	0	0	0	0	0	0	0
40	1	0	1	0	0	0	0	0	0	1	1
98	1	0	1	0	0	0	0	0	0	0	0
5	1	0	1	0	0	0	0	0	0	0	1
80	1	1	1	0	0	1	0	0	0	0	1
42	1	0	1	0	0	0	0	0	0	0	1
52	0	0	1	0	0	0	0	0	0	0	0
77	1	0	1	0	0	0	0	0	0	0	1
7	1	0	1	0	0	0	0	0	0	0	1
17	0	0	0	0	0	1	0	0	0	0	1
4	1	0	0	0	0	1	0	0	0	0	1
105	1	0	0	0	0	0	0	0	0	0	0
89	1	0	0	0	0	1	0	0	0	0	0
105	1	0	0	0	0	1	0	0	0	0	1
80	0	0	1	0	0	0	0	0	0	0	0
11	1	0	1	0	0	0	0	0	0	0	1
98	0	0	1	0	0	0	0	0	0	0	1
4	0	1	0	0	0	0	0	0	0	0	1
85	0	0	1	0	0	0	0	1	0	0	1
19	1	0	0	0	0	0	0	0	0	0	2
65	0	1	1	0	0	0	0	0	0	0	1
13	1	0	1	0	0	1	0	0	0	0	1
70	0	0	1	0	0	0	0	0	0	0	0
14	1	0	0	0	0	1	0	0	0	2	1
85	0	0	0	0	0	0	0	0	0	0	0
19	1	0	1	0	0	0	0	0	0	0	0
12	1	0	1	0	0	0	0	0	0	0	0
67	1	0	1	0	0	0	0	0	0	0	0
104	0	1	1	0	0	0	0	0	0	0	0
7	1	0	0	0	0	1	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	0	1
73	1	1	1	0	0	0	0	0	0	0	0
33	1	0	1	0	0	0	0	0	0	0	1
73	0	0	1	0	0	0	0	0	0	1	0
42	1	0	0	0	0	1	0	0	0	0	1
82	1	0	0	0	0	0	0	0	0	0	1
33	1	0	1	0	0	0	0	0	0	0	2
54	1	0	1	0	0	0	0	0	0	0	0
13	1	0	0	0	0	1	0	0	0	0	1
103	0	0	0	0	0	0	0	1	0	0	1
54	0	0	1	0	0	0	0	0	0	0	1
102	1	0	1	0	0	1	0	0	0	0	1
46	1	0	0	0	0	0	0	0	0	0	0
26	1	1	1	0	0	1	0	0	0	12	2
81	0	0	0	0	0	0	0	0	0	0	0
86	0	0	0	0	0	0	0	1	0	0	1
85	0	0	1	0	0	0	0	0	0	0	0
73	0	0	1	0	0	0	0	0	0	0	0
57	1	0	1	0	0	0	0	0	0	0	0
92	0	0	1	0	0	0	0	0	0	0	0
28	0	0	0	0	0	1	0	0	0	0	1
27	0	0	0	0	0	1	0	0	0	0	1
85	0	0	0	0	0	0	0	0	0	0	1
25	1	0	0	0	0	1	0	0	0	0	1
23	1	0	0	0	0	0	0	0	0	2	3
36	0	1	1	1	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0
45	1	0	1	0	0	0	0	0	0	0	0
32	1	0	0	0	0	0	0	1	0	0	1
85	0	1	1	0	0	0	0	0	0	0	0
106	1	0	0	0	0	0	0	0	0	0	0
75	1	0	0	0	0	1	0	0	0	1	1
3	1	0	1	0	0	0	0	0	0	0	1
80	1	0	1	0	0	0	0	0	0	0	1
55	0	0	1	0	0	0	0	0	0	0	1
91	1	1	1	0	0	1	0	0	0	0	1
48	1	0	0	0	0	0	0	0	0	0	1
77	0	0	1	0	0	0	0	0	0	4	0
104	0	0	1	1	0	1	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0	0	0	0	1
53	1	0	1	0	0	1	0	0	0	0	1
71	0	1	1	0	0	0	0	0	0	0	1
47	1	0	0	0	0	1	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
26	1	0	1	0	0	1	0	0	0	2	1
88	1	0	1	0	0	0	0	0	0	2	1
61	1	1	1	0	0	1	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	1
98	0	0	1	0	0	0	0	0	0	0	1
19	1	1	1	0	0	0	0	0	0	0	1
89	0	0	0	0	0	0	0	0	0	0	1
88	0	0	0	1	0	1	0	0	0	0	1
49	1	0	0	0	0	0	0	0	0	0	1
84	1	0	0	0	0	1	0	0	0	0	1
87	0	0	1	0	0	0	0	1	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
32	1	0	0	0	0	0	0	0	0	0	1
17	0	0	0	0	0	0	0	0	0	0	1
60	0	0	0	0	0	0	0	0	0	0	0
23	0	1	1	1	0	0	0	0	0	0	0
11	1	0	0	0	0	0	0	0	0	0	1
