,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,收入,feature49,feature50
feature29,0.6617221164847195,0.22573250171553447,0.6007991549686386,0.09230588940472072,-0.021792363652215756,0.039938199061430396,-0.18807346341565,-0.12267373195319956,-0.03747510578101117,0.18834024167374758,0.2131361491279575,-0.07541466937601937,0.023978213497435456,-0.0030367982677519264,0.01567119554911936,0.0523400253366291,0.10308123569844826,0.22083167897759276,0.13972058743077437,0.01567119554911936,0.03133952263708112,0.5163758932419962,0.6270841470752112,0.6060370896083648,0.4999624790145173,0.7813007439807313,0.9917087255652262,0.999962822244174,1.0,0.3116190988774859,0.3978011542948309,0.6420348474395169,0.4212777107923715,-0.01624980179238548,-0.010933852061281491,-0.0061854553450158035,-0.08372806467770173,-0.05317925056205513,0.3936580155946748,0.2665090451523686,0.5748991840493909,0.34179997290157405,0.4732991725686009,0.27423645632954674,0.28853161219144113,0.06131504096269105,0.032981539172817875,0.05922795168593715,0.049120645796499635,0.21531399038148794,0.21590587331061076
feature30,0.23183986603551143,-0.02586602538422861,0.24730193713428159,0.024528592934535548,-0.05750250810004421,-0.004220959204660396,-0.15504616184141679,-0.0938872611566721,-0.013269290457185981,0.09837815820626306,0.12584966825748556,-0.08156230561000032,-0.00018984191227314757,0.0005365350200073823,0.05007089582036906,0.029254942145073362,0.19395989644514375,0.338103430185423,0.20239536360807459,0.05007089582036906,0.06008850440919888,0.7273383401842304,0.5251742403820316,0.5172900754548927,0.7521962137182132,0.5107529869261711,0.33473705672417237,0.31173093296434007,0.3116190988774859,1.0,0.6348400176950182,0.37728109473834004,0.6611940336523514,0.0009134724258352265,0.029418064357004746,0.005214984983600598,-0.019176975167140307,-0.03593520725739429,0.13186151897969542,0.11154981610684442,0.3438624608157935,0.18296337784015154,0.21869530449890182,0.08761328544030167,0.10209734806770814,0.05076925604230166,0.10037508027275514,0.05285157842333049,0.04149341052462717,0.20166605234732896,0.21792892130579014
feature31,0.13722353133340068,0.001099995943086944,0.1540151750823395,0.014572018426971667,-0.14426087550254799,-0.016030461818445703,-0.29290384785549217,-0.2316683886691622,-0.14848412066744654,-0.045452507067868096,-0.013363738472744,-0.15794625100197704,-0.013051845898941416,-0.009273317816530235,0.05256045831878454,0.028566566125493548,0.19172282174376126,0.458850648970952,0.22564961009714737,0.05256045831878454,0.04251150386501015,0.4951004103291312,0.27152341277356185,0.24279475137730067,0.4697630580472175,0.6873717366089906,0.41192288749326544,0.39799372033324026,0.3978011542948309,0.6348400176950182,1.0,0.6286274549669935,0.3004238730990151,-0.0027927248642809514,0.022231249151265176,0.006373043214499436,-0.0662536363542432,-0.04605980612090365,0.2999419417774068,0.21917603386592568,0.5602411018936941,0.2247954191176774,0.3183378944442797,0.07166594770156308,0.08760593649997685,0.052336095621010395,-0.013597728475958835,0.05445398688016099,0.04040312271671973,0.14220583125887107,0.19421681139442917
feature32,0.20571214792434267,0.008812946580973821,0.2230227900448483,0.057762774644947994,-0.017774833006511,0.0537683270967684,-0.2823441731075685,-0.18695489322764555,-0.05430523363867562,0.14979858515506017,0.1749128913075012,-0.09764071911843474,0.033849038181923315,0.01260698259714467,0.024105787889789072,0.060744641871065555,0.09040497854832856,0.20685182575595068,0.1280864613852633,0.024105787889789072,0.05412440537318184,0.32436374632201226,0.40502606692458293,0.3941760976572747,0.31188527772998176,0.4879535890890868,0.6416884360611504,0.6420500825719914,0.6420348474395169,0.37728109473834004,0.6286274549669935,1.0,0.5142362146322631,-0.017131716517479703,-0.006782737222981221,-0.009452109157370929,-0.12948361891849877,-0.0825996665878901,0.4866823523753869,0.3286251461370141,0.8851508001507931,0.3587196010605416,0.4705272148834714,0.09174517486842661,0.1050353326929632,0.05917606970982298,0.022772317486718315,0.05808661715442128,0.04285625561357047,0.23871720194871543,0.26879090794309424
feature33,0.2975846097903417,-0.04525667200399672,0.3360013833951776,0.05572442142047935,0.08364343489793022,0.0547099105532377,-0.07220686947631105,0.018557034181307556,0.12771179405474292,0.2703946168504954,0.2891881258521797,0.008837643309235586,0.045737991588227014,0.026438584723931718,0.019171161880883074,0.05435302374281193,0.08503950546874314,0.12403393809861175,0.09427487149528567,0.019171161880883074,0.04745991726644313,0.5400018303268149,0.7243602216809091,0.7475061980119739,0.5544541816409518,0.3076661660306627,0.42294375548841284,0.42112101454975076,0.4212777107923715,0.6611940336523514,0.3004238730990151,0.5142362146322631,1.0,-0.009462800881146101,0.014237959673898353,-0.008687393620463339,-0.035579269995788566,-0.05764165720616511,0.1839107887934732,0.15561046339750517,0.4709660108235459,0.25758826503343746,0.28335202545973354,0.12114190367094137,0.1270216380090893,0.056162658509687165,0.20208546887745052,0.06887418832215632,0.06413204951416296,0.28785895774657955,0.2619003627758487
feature34,-0.01798619082330395,0.001393638197643831,-0.014832663546053771,-0.0002852592077135297,-0.003528061769751492,0.0019709413215024466,-0.008484675077709631,-0.006706884558883939,-0.008191197145070562,-0.02033566160748054,-0.012311561473075744,0.014036688529299629,-0.005969271997840694,-0.005897580567222539,-0.0019997185823018753,-0.007792024748652478,-0.00851215596765339,-0.01317560851558004,-0.0045160161310628276,-0.0019997185823018753,-0.01112060582330433,-0.0010379836572360606,-0.006981612354365932,-0.007243219774952069,-0.0003775063604383947,-0.008178519893445332,-0.016506602834617617,-0.016323993851978743,-0.01624980179238548,0.0009134724258352265,-0.0027927248642809514,-0.017131716517479703,-0.009462800881146101,1.0,0.10885582348411452,0.054094407153794946,0.12458239378340577,0.07581116761438347,-0.02964443650725829,-0.03101894165772828,-0.012270108945790675,-0.03482377741074311,-0.029581075373903965,-0.006240952555099798,-0.009580333510844256,0.01858645856300411,-0.0248095467852608,-0.009304441737539415,-0.008052572523826839,-0.01886485705849711,-0.007021196099471153
feature35,-0.04791669286271311,-0.002574060051332668,-0.04333232265228841,0.015537146848163045,-0.038047073620408836,-0.01859247964692091,-0.06979143433725958,-0.07074771072964088,-0.05099308086938556,-0.08648092592861222,-0.07229835655415243,0.014934646280376647,-0.016020131924893342,-0.007195674243412723,0.0019924213005131845,-0.009253725407157808,0.01739229091449865,-0.017812521358694218,-0.023405056971492564,0.0019924213005131845,-0.02026891642571284,0.02259739460026014,0.01307468468253176,0.016382094388658598,0.025905854577732035,0.007996857698287795,-0.011320399310741967,-0.010957638652818073,-0.010933852061281491,0.029418064357004746,0.022231249151265176,-0.006782737222981221,0.014237959673898353,0.10885582348411452,1.0,0.5425682068286897,0.6273190916095299,0.4877556829758828,-0.028906026745673875,-0.05179401379828239,0.014561967731931389,-0.05355458061732477,-0.04310315099527998,-0.0262256073802975,-0.030950267138158127,0.1276392118482707,-0.07032176942039797,-0.029810041247741594,-0.021721581554730047,-0.01614833951289736,-0.013998980178745696
feature36,-0.029439413282372606,-5.522229090494284e-05,-0.02528261939857268,0.023580577090173124,-0.020178373990800913,-0.006937182343906619,-0.030700184414800515,-0.040131517162193146,-0.03279430825500569,-0.055555413630891434,-0.04289306748310974,0.024572551619477984,-0.012964711636905686,-0.007540999961851136,-0.00022253963114480456,-0.011453043733496489,0.00991538405393265,-0.00703616660663643,-0.006052528211082801,-0.00022253963114480456,-0.004738247272671706,0.0003933950867419515,-0.003943384846605822,-0.002026877572128898,0.003922185735528788,0.004017589957591146,-0.007668634727089777,-0.006164403961409406,-0.0061854553450158035,0.005214984983600598,0.006373043214499436,-0.009452109157370929,-0.008687393620463339,0.054094407153794946,0.5425682068286897,1.0,0.30071052937853016,0.6386536878018444,-0.004000691489235361,-0.026239009842189617,-0.00871673183892867,-0.03214212525306768,-0.02888694684895564,-0.01143514102722016,-0.011431719039281462,0.12096703107416126,-0.047673972510622185,-0.010976915097683837,-0.007639784011511099,-0.01891731847646335,-0.024544753527513775
feature37,-0.07118271809667223,0.002869056249997121,-0.06201943797223445,-0.004798145312757548,-0.038936709872618616,-0.023496201801995104,-0.03274427396434926,-0.024801409427575048,-0.019851254645474777,-0.09262706878395331,-0.08318582309479489,0.04159462521906642,-0.025280601208324573,-0.008770851074255003,-0.00783396474009593,-0.02266781769010422,0.0013442638634832416,-0.06573690993521242,-0.05618733249299513,-0.00783396474009593,-0.044250205043754966,-0.014317894671989689,-0.02682522734131557,-0.02318439328333575,-0.011369613955825116,-0.053812321965349505,-0.08459412589548265,-0.08369293303128675,-0.08372806467770173,-0.019176975167140307,-0.0662536363542432,-0.12948361891849877,-0.035579269995788566,0.12458239378340577,0.6273190916095299,0.30071052937853016,1.0,0.46570347068524437,-0.11758427364687114,-0.13202988023644907,-0.10859137857079465,-0.12625972165652474,-0.1169715099410883,-0.0334409047363174,-0.0489421577930876,0.1311424289008521,-0.054993033086949424,-0.04623165640304744,-0.028429150123199475,-0.06894000093812856,-0.0641856298931327
feature38,-0.05350167141450239,0.009385807939251275,-0.05544354906505991,-0.0003611297617477763,-0.025748938478217628,-0.01637251767700585,-0.026986797914169837,-0.043740561479059935,-0.0459375878475931,-0.09444028817756354,-0.08880795971441463,0.03731428140542749,-0.01609683813786686,-0.004486766670924358,-0.006352050796626768,-0.017750018422492884,-0.0014383163753939694,-0.046143228521321994,-0.0354981108341867,-0.006352050796626768,-0.020624354490469718,-0.027137467580489346,-0.03675031076693668,-0.03433783032326285,-0.023261104570813262,-0.03719395418337299,-0.05478587804293052,-0.05317287947300448,-0.05317925056205513,-0.03593520725739429,-0.04605980612090365,-0.0825996665878901,-0.05764165720616511,0.07581116761438347,0.4877556829758828,0.6386536878018444,0.46570347068524437,1.0,-0.03466246996646333,-0.06096154738361437,-0.07731740965877264,-0.06180336465265517,-0.06871364996049525,-0.016868218203409505,-0.02661227395184896,0.11944646851154658,-0.07121143858039139,-0.028743049028009664,-0.017339003988838093,-0.04579422472691931,-0.056788276852038945
feature39,0.13562294152120077,0.07674847609066121,0.11961676824121696,0.03776857594204307,-0.03710005917891717,0.03120288831276904,-0.1676884147851829,-0.13392318263468792,-0.08143967471700811,0.030573003721780487,0.05497184661715708,-0.06322037803555178,0.012441266724384226,-0.00717425287444628,0.014082059552389987,0.030916085769954922,0.04157919469743125,0.11623806185969317,0.06789476339637694,0.014082059552389987,0.044488474675681546,0.12944605405818324,0.16083198015788888,0.1500450392029341,0.11802970585047345,0.3019176814470623,0.39172191004746515,0.3935638193445768,0.3936580155946748,0.13186151897969542,0.2999419417774068,0.4866823523753869,0.1839107887934732,-0.02964443650725829,-0.028906026745673875,-0.004000691489235361,-0.11758427364687114,-0.03466246996646333,1.0,0.40880991458350585,0.46167255867950197,0.20777688150069507,0.31356398996211265,0.05641785702294375,0.0698966915978788,0.027833556971730608,-0.05771848485960765,0.020975423550584855,0.007244983254791392,0.09301443325807746,0.12474351999609555
feature40,0.13091324734280593,0.020969292573642263,0.13008041929354344,0.045046430081878,-0.004194001445926943,0.02133389870708948,-0.09739823753221676,-0.06557692243687809,-0.031016011490760772,0.06412688157953418,0.08092656910779213,-0.03651842475284012,0.034691795226158506,0.0021752167644004234,0.004083700656784771,0.023490112543310893,0.04574889086390925,0.11163423235845442,0.07889773426735178,0.004083700656784771,0.03976735947172656,0.11869494826624508,0.1416532362141103,0.13331489340065858,0.10894877583945511,0.21785480263571635,0.26464813773758056,0.2663310902963771,0.2665090451523686,0.11154981610684442,0.21917603386592568,0.3286251461370141,0.15561046339750517,-0.03101894165772828,-0.05179401379828239,-0.026239009842189617,-0.13202988023644907,-0.06096154738361437,0.40880991458350585,1.0,0.3355982007308192,0.23255522107061768,0.2714135182395669,0.05468178099027539,0.06786877910976233,0.00914516529474102,-0.0020515919830927294,0.029053361352982192,0.01945343044102693,0.1113391554941901,0.13318539005104996
feature41,0.1990480923602918,0.00290791969619372,0.2264214025303683,0.07015027320535687,-0.002895996642794492,0.051479628452903235,-0.2766599792621892,-0.18123863093362985,-0.054713737414341705,0.1492151883098535,0.1727165316084568,-0.08242765403196545,0.03440572257674593,0.012790805019381306,0.02158020863276136,0.05793425663323724,0.07451307016220661,0.18130196103637858,0.11589744199833647,0.02158020863276136,-0.04892955395231912,0.3013823622991614,0.3767762081657396,0.36676650965486435,0.28908015569540135,0.4398747385808406,0.5747105166282088,0.5748995829619162,0.5748991840493909,0.3438624608157935,0.5602411018936941,0.8851508001507931,0.4709660108235459,-0.012270108945790675,0.014561967731931389,-0.00871673183892867,-0.10859137857079465,-0.07731740965877264,0.46167255867950197,0.3355982007308192,1.0,0.39052595252354944,0.5179022824467124,0.08883651773561793,0.10485526745743068,0.06784880045765364,0.031606737012098415,0.061668295697060484,0.04322530067138909,0.255233597025702,0.29380380970688386
feature42,0.21466477208014867,-0.002277369924615794,0.22939495373719063,0.058063050938566334,0.0492407693694548,0.03780023753065544,-0.07872406240166918,-0.033034231689858425,0.029214186443146686,0.12194714391012716,0.12946682362175352,-0.004686191154166116,0.04583492689956581,0.02000460489505473,0.001964934278386566,0.03466088597580851,0.038485176698499525,0.1041880632476049,0.07916197482229857,0.001964934278386566,-0.016385857037907077,0.2064507683092493,0.2663366425851316,0.2591148980600222,0.19525746640765726,0.25645212191227,0.3426517814712756,0.34159567234690014,0.34179997290157405,0.18296337784015154,0.2247954191176774,0.3587196010605416,0.25758826503343746,-0.03482377741074311,-0.05355458061732477,-0.03214212525306768,-0.12625972165652474,-0.06180336465265517,0.20777688150069507,0.23255522107061768,0.39052595252354944,1.0,0.737011017226699,0.0816362563712501,0.09202061385151622,0.0635938126100441,0.06577835156317674,0.03510439078405977,0.02781650835348442,0.2924217559616572,0.22867739122595715
feature43,0.27410411454829686,0.04252489942389445,0.28046830760433417,0.059511616895451716,0.011273633007972262,0.028777463964675995,-0.12997252677811108,-0.07607571383103934,-0.0019084576996531446,0.12426290008344251,0.1393054713440052,-0.028583788982168068,0.029851451045136642,0.01157691049500717,0.009791998309729846,0.03560718984130854,0.06368167871496873,0.14716572153298932,0.0993035246786369,0.009791998309729846,-0.026331321944244562,0.26088143261511476,0.31283797584617357,0.302060439217984,0.24757094474558775,0.3841009652471898,0.4728608941765157,0.4731463699458598,0.4732991725686009,0.21869530449890182,0.3183378944442797,0.4705272148834714,0.28335202545973354,-0.029581075373903965,-0.04310315099527998,-0.02888694684895564,-0.1169715099410883,-0.06871364996049525,0.31356398996211265,0.2714135182395669,0.5179022824467124,0.737011017226699,1.0,0.11960791829597092,0.131536966943867,0.05504622357259456,0.03806898531267488,0.04779314191427925,0.03924641926161673,0.28919529418544104,0.26869201150686534
feature44,0.3998431362125409,0.14667611243285925,0.36595580734949645,0.045677333514446444,0.021317037572604957,0.023219522349455936,0.057723517158805804,0.09074106539663439,0.07119942233803103,0.17696125540314053,0.1479521319859434,0.005580351855856668,0.016017714057890833,-0.002995688441213406,0.0007702284685663121,0.07292643893356808,0.04003115903110988,0.04943447259321977,-0.0036796705933991244,0.0007702284685663121,-0.023705202281939963,0.1873517960046712,0.21656440378230393,0.21234586222705487,0.16997929649450694,0.23193477088517012,0.27471707724240746,0.27436098469228853,0.27423645632954674,0.08761328544030167,0.07166594770156308,0.09174517486842661,0.12114190367094137,-0.006240952555099798,-0.0262256073802975,-0.01143514102722016,-0.0334409047363174,-0.016868218203409505,0.05641785702294375,0.05468178099027539,0.08883651773561793,0.0816362563712501,0.11960791829597092,1.0,0.8533091269919539,0.004601759700157359,0.18810077787889576,0.6406905010027434,0.7770253946608164,0.08363309565900956,0.06473854787524237
feature45,0.39911598357587613,0.15072577397138684,0.3580764781144229,0.05629422126960582,0.019658715344768114,0.010938920846186265,0.046675461003226094,0.07350389152716495,0.056128939726796216,0.1697750406995895,0.14395383076582546,-0.01906348316825491,0.024044228936104067,-0.001276622173948544,0.005139237115986901,0.08011017209565104,0.04323092165041559,0.08059482886820965,0.010225895734455434,0.005139237115986901,-0.021198045670523188,0.20059214018641672,0.22227291435668617,0.21719083741568976,0.1859757416829946,0.2569025534656608,0.28926200488078185,0.28865829368715173,0.28853161219144113,0.10209734806770814,0.08760593649997685,0.1050353326929632,0.1270216380090893,-0.009580333510844256,-0.030950267138158127,-0.011431719039281462,-0.0489421577930876,-0.02661227395184896,0.0698966915978788,0.06786877910976233,0.10485526745743068,0.09202061385151622,0.131536966943867,0.8533091269919539,1.0,0.004213950221723768,0.16364622150132627,0.7816992282706802,0.6457379529125086,0.08738216433209205,0.06872882253800407
feature46,0.018223810784918137,-0.001558680838804221,0.01136432748100475,0.014951343257496865,0.002042473919776295,-0.0016947126756856237,-0.0458093954357038,-0.04232592726392342,-0.022410384469598036,-0.003959839604530534,0.001976984077897901,0.003081682011427073,-0.0031606935934894676,-0.004623723152137036,0.00162677788581201,0.008037105571857299,0.03010450561408543,0.030362947914269165,0.02396879337083071,0.00162677788581201,-0.012481718608079175,0.053817011987294064,0.06335317688175614,0.06357149080349687,0.05715345540623271,0.05322570480982979,0.06161578215079793,0.06128211575248081,0.06131504096269105,0.05076925604230166,0.052336095621010395,0.05917606970982298,0.056162658509687165,0.01858645856300411,0.1276392118482707,0.12096703107416126,0.1311424289008521,0.11944646851154658,0.027833556971730608,0.00914516529474102,0.06784880045765364,0.0635938126100441,0.05504622357259456,0.004601759700157359,0.004213950221723768,1.0,-0.02959305462819944,-0.0064170945104985696,-0.0051145795539708355,0.027867118608296517,0.012893812496818029
feature47,0.3594709128578363,0.008787771854534452,0.40912370016359917,0.02688616729427157,0.2829616844874595,0.06856873614789673,0.45758327495891443,0.643119278404295,0.5904085424304736,0.7384683019826026,0.586364975445079,0.22538741493337922,0.05430426286429178,0.016028967358372802,-0.003077096459401588,0.03129825292022569,-0.006318745317793878,-0.03453506220184978,-0.06392822593667578,-0.003077096459401588,-0.06858774719907522,0.0812637585176857,0.14581349325090773,0.14641959978687485,0.07001065444080258,-0.015842252889975057,0.0353838041459279,0.032956533207629354,0.032981539172817875,0.10037508027275514,-0.013597728475958835,0.022772317486718315,0.20208546887745052,-0.0248095467852608,-0.07032176942039797,-0.047673972510622185,-0.054993033086949424,-0.07121143858039139,-0.05771848485960765,-0.0020515919830927294,0.031606737012098415,0.06577835156317674,0.03806898531267488,0.18810077787889576,0.16364622150132627,-0.02959305462819944,1.0,0.18863028297725704,0.21903114442239377,0.0939847407678221,0.07313519286552161
feature48,0.1120936704377559,0.03502495002828036,0.10530013179444289,0.01240985599539957,0.03808171874457661,0.010145905408580166,0.09426509084875158,0.11019442385324595,0.0793496874013631,0.15343325050124162,0.11390348117287401,-0.007392081108643434,0.016141670540846823,0.00144159512950567,0.0017898040698519555,0.0805706906553896,0.01274092725695238,0.038349859254918794,-0.009252859101530344,0.0017898040698519555,-0.02225306523857462,0.0527392515811588,0.054416426846680015,0.05601033022184277,0.045740630518643535,0.06090119747897917,0.061760963012729306,0.0593112689031336,0.05922795168593715,0.05285157842333049,0.05445398688016099,0.05808661715442128,0.06887418832215632,-0.009304441737539415,-0.029810041247741594,-0.010976915097683837,-0.04623165640304744,-0.028743049028009664,0.020975423550584855,0.029053361352982192,0.061668295697060484,0.03510439078405977,0.04779314191427925,0.6406905010027434,0.7816992282706802,-0.0064170945104985696,0.18863028297725704,1.0,0.8074447095250882,0.04654026713094714,0.03046210436897426
收入,0.11328552716764517,0.030979109193191967,0.11215372326992527,0.004818651886838333,0.03439120002475264,0.018336155735422615,0.10257712590863197,0.12913221437534056,0.09793781936902517,0.1662586626517565,0.12542452311837804,0.024047041784529682,0.010001762190834665,-0.0007844356878559456,-0.0007162902541067044,0.06930872153100294,0.01491909310291128,0.013114423984225044,-0.02040759303015353,-0.0007162902541067044,-0.024506236707767966,0.04444561728636298,0.0498775063024554,0.05213812559081929,0.03592264789736141,0.04625289918284386,0.05150241365878,0.049203525473569446,0.049120645796499635,0.04149341052462717,0.04040312271671973,0.04285625561357047,0.06413204951416296,-0.008052572523826839,-0.021721581554730047,-0.007639784011511099,-0.028429150123199475,-0.017339003988838093,0.007244983254791392,0.01945343044102693,0.04322530067138909,0.02781650835348442,0.03924641926161673,0.7770253946608164,0.6457379529125086,-0.0051145795539708355,0.21903114442239377,0.8074447095250882,1.0,0.046033796101251905,0.02871672773229961
feature49,0.16763354900454489,-0.03981466753805141,0.18846665093850806,0.01950246637174481,0.0653883281435816,0.07663607580577819,-0.048678032054049934,-0.0033016648124548067,0.06249655743311431,0.12540021821776104,0.13336130734547236,0.00045444063691373553,0.05569680938063772,0.031324548335084156,0.004542559746763936,0.02406985402084496,0.0637632096984119,0.06488455246522207,0.042331681344395175,0.004542559746763936,-0.011012201750986592,0.22582288802818692,0.2845361604234468,0.2857334412193704,0.22507384671884323,0.15925737490837644,0.2206538502518906,0.21537407877207934,0.21531399038148794,0.20166605234732896,0.14220583125887107,0.23871720194871543,0.28785895774657955,-0.01886485705849711,-0.01614833951289736,-0.01891731847646335,-0.06894000093812856,-0.04579422472691931,0.09301443325807746,0.1113391554941901,0.255233597025702,0.2924217559616572,0.28919529418544104,0.08363309565900956,0.08738216433209205,0.027867118608296517,0.0939847407678221,0.04654026713094714,0.046033796101251905,1.0,0.4009318283336823
feature50,0.146433810633549,-0.010297054756326446,0.16432416347699738,0.029983709102124154,0.019227509340368428,0.021454321675435255,-0.05221885368284319,-0.009079761657336665,0.043614401497631634,0.10390607919798187,0.11633582762330107,-0.00541671328352895,0.023050855912105785,0.0015914037809955635,0.0226180113234648,0.014421091510644562,0.05883778402238072,0.07727723026250093,0.04163381501341015,0.0226180113234648,-0.01602337154554122,0.21002604931543667,0.2379476049631309,0.23324928786222077,0.2042825654385363,0.18347061567553372,0.22171964868795815,0.21585767574552614,0.21590587331061076,0.21792892130579014,0.19421681139442917,0.26879090794309424,0.2619003627758487,-0.007021196099471153,-0.013998980178745696,-0.024544753527513775,-0.0641856298931327,-0.056788276852038945,0.12474351999609555,0.13318539005104996,0.29380380970688386,0.22867739122595715,0.26869201150686534,0.06473854787524237,0.06872882253800407,0.012893812496818029,0.07313519286552161,0.03046210436897426,0.02871672773229961,0.4009318283336823,1.0
